"country","year","region","distribution","treatment","dalys_averted","doses","daly","dalys_averted_country","dalys_monetized_1","doses_country","sub_region","n_t_cost","mode_country_t","mini_t_price_country","maxi_t_price_country","mode_sub_region_t","mini_t_price_sub_region","maxi_t_price_sub_region","mode_region_t","mini_t_price_region","maxi_t_price_region","mode_global_t","mini_t_price_global","maxi_t_price_global","n_rdt","mode_country_rdt","mini_rdt_price_country","maxi_rdt_price_country","mode_sub_region_rdt","mini_rdt_price_sub_region","maxi_rdt_price_sub_region","mode_region_rdt","mini_rdt_price_region","maxi_rdt_price_region","mode_global_rdt","mini_rdt_price_global","maxi_rdt_price_global","average_model_prediction","average_mean_value_from_sample","average_high_95_unc_interval","average_low_95_unc_interval","average_sd","mode_country_rdt_imputed","mini_rdt_price_country_imputed","maxi_rdt_price_country_imputed","mode_country_t_imputed","mini_t_price_country_imputed","maxi_t_price_country_imputed"
"Afghanistan",2014,"Asia",0.0187405780945307,"ASMQ",0,0,2110,0,0,0,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.05421854203295,1.00800541594076,1.05421854203295,0.441526682409444,0.441526682409444,1.05421854203295,0.441526682409444,0.223706852420785,1.90548198571836,0.529832018891333,0.156006094451337,1.90548198571836,2.17788607468796,2.10588984081398,6.40766481478442,0.431977403243893,1.56591808675911,1.05421854203295,1.00800541594076,1.05421854203295,NA,NA,NA
"Afghanistan",2022,"Asia",0.0319749529535197,"ASMQ",14323.4407702508,68290,11670,457.991344761296,5344758.99336432,2183.56953719586,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.23,0.8278,NA,NA,NA,0.33,0.23,0.8278,0.3,0.032,0.9,2.17788607468796,2.10588984081398,6.40766481478442,0.431977403243893,1.56591808675911,0.33,0.23,0.8278,NA,NA,NA
"Bangladesh",2016,"Asia",0.00174125197233777,"ASMQ",41948.8673898105,200000,4770,73.043548079843,348417.724340851,348.250394467553,"Southern Asia",NA,0.682029985455064,0.682029985455064,0.682029985455064,NA,NA,NA,0.682029985455064,0.682029985455064,0.682029985455064,0.682029985455064,0.682029985455064,0.682029985455064,1,0.286452593891127,0.286452593891127,0.286452593891127,0.626376338641931,0.192059643904146,0.818435982546077,0.463780390109443,0.192059643904146,1.43226296945563,0.463780390109443,0.192059643904146,1.43226296945563,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.286452593891127,0.286452593891127,0.286452593891127,0.682029985455064,0.682029985455064,0.682029985455064
"Bangladesh",2019,"Asia",0.00200943035274781,"ASMQ",36076.025955237,172000,5930,72.4922615609712,429879.111056559,345.622020672624,"Southern Asia",NA,0.589327423233252,0.589327423233252,0.589327423233252,NA,NA,NA,0.589327423233252,0.589327423233252,0.589327423233252,NA,NA,NA,NA,0.447888841657271,0.247517517757966,1.28190501101697,NA,NA,NA,0.447888841657271,0.247517517757966,1.28190501101697,0.447888841657271,0.00942923877173203,1.28190501101697,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.447888841657271,0.247517517757966,1.28190501101697,0.589327423233252,0.589327423233252,0.589327423233252
"Bangladesh",2015,"Asia",0.00270738511651376,"ASMQ",0,0,4450,0,0,0,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.492235363132614,0.492235363132614,0.492235363132614,0.421916025542241,0.337532820433793,1.00894185574668,0.576618568241062,0.309405085397643,2.1095801277112,0.267213482843419,0.236554251654016,2.1095801277112,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.492235363132614,0.492235363132614,0.492235363132614,NA,NA,NA
"Bangladesh",2011,"Asia",0.00249351021825408,"ASMQ",0,0,3330,0,0,0,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18677378863064,0.824549788796419,1.46196771063195,NA,NA,NA,1.18677378863064,0.824549788796419,1.46196771063195,1.7887604930085,0.564147540102682,2.93821110596772,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,1.18677378863064,0.824549788796419,1.46196771063195,NA,NA,NA
"Bangladesh",2014,"Asia",0.00389172554109748,"ASMQ",0,0,4220,0,0,0,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.441526682409444,0.441526682409444,0.441526682409444,0.441526682409444,0.441526682409444,1.05421854203295,0.441526682409444,0.223706852420785,1.90548198571836,0.529832018891333,0.156006094451337,1.90548198571836,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.441526682409444,0.441526682409444,0.441526682409444,NA,NA,NA
"Bangladesh",2017,"Asia",0.00221844276645956,"ASMQ",58728.4143457347,280000,5000,130.285625990935,651428.129954676,621.163974608678,"Southern Asia",NA,0.315852067752122,0.315852067752122,0.827935076603556,NA,NA,NA,0.315852067752122,0.315852067752122,0.827935076603556,0.315852067752122,0.315852067752122,0.827935076603556,1,0.300686985028924,0.300686985028924,0.300686985028924,0.286959970494995,0.286959970494995,0.784400830510238,0.549080581357166,0.286959970494995,1.50604959457966,0.228783575565486,0.0117660124576536,1.50604959457966,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.300686985028924,0.300686985028924,0.300686985028924,0.315852067752122,0.315852067752122,0.827935076603556
"Brazil",2013,"Americas",0.011200739769315,"ASMQ",0,0,15320,0,0,0,"Latin America and the Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769323450208255,0.153864690041651,1.78329175758274,NA,NA,NA,0.769323450208255,0.153864690041651,1.78329175758274,0.538526415145779,0.153864690041651,1.78329175758274,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.769323450208255,0.153864690041651,1.78329175758274,NA,NA,NA
"Brazil",2022,"Americas",0.0166536213299582,"ASMQ",14323.4407702508,68290,17260,238.537158729842,4117151.35967707,1137.27580062285,"Latin America and the Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.65,0.9,NA,NA,NA,0.7,0.65,0.9,0.3,0.032,0.9,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.7,0.65,0.9,NA,NA,NA
"Brazil",2016,"Americas",0.00726996514632607,"ASMQ",41948.8673898105,200000,13910,304.966803851777,4242088.24157821,1453.99302926521,"Latin America and the Caribbean",NA,0.682029985455064,0.682029985455064,0.682029985455064,NA,NA,NA,NA,NA,NA,0.682029985455064,0.682029985455064,0.682029985455064,NA,0.477420989818545,0.300093193600228,0.477420989818545,NA,NA,NA,0.477420989818545,0.300093193600228,0.477420989818545,0.463780390109443,0.192059643904146,1.43226296945563,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.477420989818545,0.300093193600228,0.477420989818545,0.682029985455064,0.682029985455064,0.682029985455064
"Brazil",2020,"Americas",0.0189742808926597,"ASMQ",44675.5437701482,213000,14590,847.686316527104,12367743.3581304,4041.52183013651,"Latin America and the Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3979283724504,0.19514227530336,0.8430685857,NA,NA,NA,0.3979283724504,0.19514227530336,0.8430685857,0.16861371714,0.0089927315808,0.8857840607088,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.3979283724504,0.19514227530336,0.8430685857,NA,NA,NA
"Brazil",2017,"Americas",0.0147035146520321,"ASMQ",58728.4143457347,280000,14210,863.514100823121,12270535.3726966,4116.98410256898,"Latin America and the Caribbean",NA,0.315852067752122,0.315852067752122,0.827935076603556,NA,NA,NA,NA,NA,NA,0.315852067752122,0.315852067752122,0.827935076603556,NA,0.274540290678583,0.274540290678583,0.522933887006825,NA,NA,NA,0.274540290678583,0.274540290678583,0.522933887006825,0.228783575565486,0.0117660124576536,1.50604959457966,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.274540290678583,0.274540290678583,0.522933887006825,0.315852067752122,0.315852067752122,0.827935076603556
"Brazil",2018,"Americas",0.0178146167084827,"ASMQ",69215.6311931873,330000,14550,1233.04993994233,17940876.6261609,5878.82351379928,"Latin America and the Caribbean",NA,0.50546513140785,0.3003452428631,0.50546513140785,NA,NA,NA,NA,NA,NA,0.50546513140785,0.3003452428631,0.50546513140785,NA,0.472397319072757,0.261061676329682,1.21828782287185,NA,NA,NA,0.472397319072757,0.261061676329682,1.21828782287185,0.472397319072757,0.161858239324403,1.66184404246437,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.472397319072757,0.261061676329682,1.21828782287185,0.50546513140785,0.3003452428631,0.50546513140785
"Brazil",2015,"Americas",0.00979827188842702,"ASMQ",0,0,14420,0,0,0,"Latin America and the Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01259846130138,1.01259846130138,1.01259846130138,NA,NA,NA,1.01259846130138,1.01259846130138,1.01259846130138,0.267213482843419,0.236554251654016,2.1095801277112,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,1.01259846130138,1.01259846130138,1.01259846130138,NA,NA,NA
"Brazil",2014,"Americas",0.00860855045114749,"ASMQ",0,0,15370,0,0,0,"Latin America and the Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03022892562204,0.156006094451337,1.6317354426245,NA,NA,NA,1.03022892562204,0.156006094451337,1.6317354426245,0.529832018891333,0.156006094451337,1.90548198571836,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,1.03022892562204,0.156006094451337,1.6317354426245,NA,NA,NA
"Brazil",2011,"Americas",0.011164975820239,"ASMQ",0,0,14600,0,0,0,"Latin America and the Caribbean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10077568800523,1.10077568800523,2.93821110596772,NA,NA,NA,1.10077568800523,1.10077568800523,2.93821110596772,1.7887604930085,0.564147540102682,2.93821110596772,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,1.10077568800523,1.10077568800523,2.93821110596772,NA,NA,NA
