"run_id","p","method","year","health_systems_costs_by_run","monetized_dalys_averted_by_run","cash_flow_by_run","investment_by_run"
4,"Absolute Coartem disp only","dalys_monetized_1",2018,1770605880.22686,247919091311.929,246067830579.707,80654851.9945019
4,"Absolute Coartem disp only","dalys_monetized_1",2019,1308688501.02498,227618183766.145,226225349031.807,84146233.3138799
4,"Absolute Coartem disp only","dalys_monetized_1",2020,2050977071.86758,301817484912.602,299668877698.399,97630142.335856
4,"Absolute Coartem disp only","dalys_monetized_1",2021,2790032776.32728,348028619599.649,345147916859.389,90669963.93291
4,"Absolute Coartem disp only","dalys_monetized_1",2022,0,388377454992.885,388304274888.885,73180104
4,"Relative Coartem disp only","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
4,"Relative Coartem disp only","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
4,"Relative Coartem disp only","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
4,"Relative Coartem disp only","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
4,"Relative Coartem disp only","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
4,"Relative Coartem disp only","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
4,"Relative Coartem disp only","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
4,"Relative Coartem disp only","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
4,"Relative Coartem disp only","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
4,"Relative Coartem disp only","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
4,"Relative Coartem disp only","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
4,"Relative Coartem disp only","dalys_monetized_1",2011,1215747072.17738,0,-1329887554.16343,114140481.986052
4,"Relative Coartem disp only","dalys_monetized_1",2012,1059294580.46392,2968803660.27264,1818514665.58487,90994414.2238533
4,"Relative Coartem disp only","dalys_monetized_1",2013,902436226.952103,3315568107.58188,2318274266.90751,94857613.7222628
4,"Relative Coartem disp only","dalys_monetized_1",2014,1143899148.38792,15035807103.5172,13780555627.853,111352327.276237
4,"Relative Coartem disp only","dalys_monetized_1",2015,1020534915.65987,12034832080.6341,10894909476.004,119387688.97028
4,"Relative Coartem disp only","dalys_monetized_1",2016,1318420192.07192,19312662246.6961,17896221868.6577,98020185.9664466
4,"Relative Coartem disp only","dalys_monetized_1",2017,1801123730.98739,22053780446.2972,20158297669.7414,94359045.5684168
4,"Relative Coartem disp only","dalys_monetized_1",2018,1345368047.60181,25876328239.0659,24450305339.4696,80654851.9945019
4,"Relative Coartem disp only","dalys_monetized_1",2019,1497029463.807,27861905000.0971,26280729302.9763,84146233.3138799
4,"Relative Coartem disp only","dalys_monetized_1",2020,1963815835.0914,35407567859.9332,33346121882.5059,97630142.335856
4,"Relative Coartem disp only","dalys_monetized_1",2021,2631670126.55182,46250654051.3714,43528313960.8866,90669963.93291
4,"Relative Coartem disp only","dalys_monetized_1",2022,0,49300609553.6135,49227429449.6135,73180104
4,"Relative_All AL disp","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
4,"Relative_All AL disp","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
4,"Relative_All AL disp","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
4,"Relative_All AL disp","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
4,"Relative_All AL disp","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
4,"Relative_All AL disp","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
4,"Relative_All AL disp","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
4,"Relative_All AL disp","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
4,"Relative_All AL disp","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
4,"Relative_All AL disp","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
4,"Relative_All AL disp","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
4,"Relative_All AL disp","dalys_monetized_1",2011,1358992680.20983,0,-1473133162.19588,114140481.986052
4,"Relative_All AL disp","dalys_monetized_1",2012,1173075801.04989,2968803660.27264,1704733444.9989,90994414.2238533
4,"Relative_All AL disp","dalys_monetized_1",2013,852504573.376153,3315568107.58188,2368205920.48346,94857613.7222628
4,"Relative_All AL disp","dalys_monetized_1",2014,1102177889.2054,15035807103.5172,13822276887.0355,111352327.276237
4,"Relative_All AL disp","dalys_monetized_1",2015,1273095697.06514,12034832080.6341,10642348694.5987,119387688.97028
4,"Relative_All AL disp","dalys_monetized_1",2016,1260248111.62888,19312662246.6961,17954393949.1008,98020185.9664466
4,"Relative_All AL disp","dalys_monetized_1",2017,1819865926.7944,22053780446.2972,20139555473.9344,94359045.5684168
4,"Relative_All AL disp","dalys_monetized_1",2018,1407441153.90521,25876328239.0659,24388232233.1662,80654851.9945019
4,"Relative_All AL disp","dalys_monetized_1",2019,1423826416.66537,27861905000.0971,26353932350.1179,84146233.3138799
4,"Relative_All AL disp","dalys_monetized_1",2020,2730132084.03866,35407567859.9332,32579805633.5587,97630142.335856
4,"Relative_All AL disp","dalys_monetized_1",2021,2462559767.74344,46250654051.3714,43697424319.695,90669963.93291
4,"Relative_All AL disp","dalys_monetized_1",2022,0,49300609553.6135,49227429449.6135,73180104
5,"Absolute All AL disp","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
5,"Absolute All AL disp","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
5,"Absolute All AL disp","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
5,"Absolute All AL disp","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
5,"Absolute All AL disp","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
5,"Absolute All AL disp","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
5,"Absolute All AL disp","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
5,"Absolute All AL disp","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
5,"Absolute All AL disp","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
5,"Absolute All AL disp","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
5,"Absolute All AL disp","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
5,"Absolute All AL disp","dalys_monetized_1",2011,1108003404.52519,56132954075.2117,54910810188.7004,114140481.986052
5,"Absolute All AL disp","dalys_monetized_1",2012,1313613063.36563,68223241991.7724,66818634514.183,90994414.2238533
5,"Absolute All AL disp","dalys_monetized_1",2013,832133473.771334,49938770800.1225,49011779712.6289,94857613.7222628
5,"Absolute All AL disp","dalys_monetized_1",2014,1309709328.03523,182988058916.635,181566997261.323,111352327.276237
5,"Absolute All AL disp","dalys_monetized_1",2015,983546954.172544,179489261290.882,178386326647.74,119387688.97028
5,"Absolute All AL disp","dalys_monetized_1",2016,1260302751.08395,182586948626.31,181228625689.259,98020185.9664466
5,"Absolute All AL disp","dalys_monetized_1",2017,1731987348.78049,259395579630.837,257569233236.488,94359045.5684168
5,"Absolute All AL disp","dalys_monetized_1",2018,1803558816.81975,260460163048.061,258575949379.247,80654851.9945019
5,"Absolute All AL disp","dalys_monetized_1",2019,1382853459.11768,230134083349.161,228667083656.729,84146233.3138799
5,"Absolute All AL disp","dalys_monetized_1",2020,2066192552.66991,325213628988.768,323049806293.763,97630142.335856
5,"Absolute All AL disp","dalys_monetized_1",2021,2442224810.89912,362730251317.391,360197356542.559,90669963.93291
5,"Absolute All AL disp","dalys_monetized_1",2022,0,397598834165.828,397525654061.828,73180104
5,"Absolute Coartem disp only","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
5,"Absolute Coartem disp only","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
5,"Absolute Coartem disp only","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
5,"Absolute Coartem disp only","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
5,"Absolute Coartem disp only","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
5,"Absolute Coartem disp only","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
5,"Absolute Coartem disp only","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
5,"Absolute Coartem disp only","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
5,"Absolute Coartem disp only","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
5,"Absolute Coartem disp only","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
5,"Absolute Coartem disp only","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
5,"Absolute Coartem disp only","dalys_monetized_1",2011,1407799528.04824,56132954075.2117,54611014065.1774,114140481.986052
5,"Absolute Coartem disp only","dalys_monetized_1",2012,1290496386.93903,68223241991.7724,66841751190.6096,90994414.2238533
5,"Absolute Coartem disp only","dalys_monetized_1",2013,847349650.511821,48188145089.8207,47245937825.5867,94857613.7222628
5,"Absolute Coartem disp only","dalys_monetized_1",2014,1086573932.24871,175409644145.079,174211717885.554,111352327.276237
5,"Absolute Coartem disp only","dalys_monetized_1",2015,945634507.873553,168956207677.501,167891185480.657,119387688.97028
5,"Absolute Coartem disp only","dalys_monetized_1",2016,1350711886.41972,182586948626.31,181138216553.923,98020185.9664466
5,"Absolute Coartem disp only","dalys_monetized_1",2017,1728742435.45004,245167498012.885,243344396531.867,94359045.5684168
5,"Absolute Coartem disp only","dalys_monetized_1",2018,1390549579.96632,247919091311.929,246447886879.968,80654851.9945019
5,"Absolute Coartem disp only","dalys_monetized_1",2019,1251975084.72251,227618183766.145,226282062448.109,84146233.3138799
5,"Absolute Coartem disp only","dalys_monetized_1",2020,2153809267.65995,301817484912.602,299566045502.606,97630142.335856
5,"Absolute Coartem disp only","dalys_monetized_1",2021,2149642564.77102,348028619599.649,345788307070.945,90669963.93291
5,"Absolute Coartem disp only","dalys_monetized_1",2022,0,388377454992.885,388304274888.885,73180104
5,"Relative Coartem disp only","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
5,"Relative Coartem disp only","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
5,"Relative Coartem disp only","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
5,"Relative Coartem disp only","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
5,"Relative Coartem disp only","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
5,"Relative Coartem disp only","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
5,"Relative Coartem disp only","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
5,"Relative Coartem disp only","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
5,"Relative Coartem disp only","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
5,"Relative Coartem disp only","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
5,"Relative Coartem disp only","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
5,"Relative Coartem disp only","dalys_monetized_1",2011,1052611245.71806,0,-1166751727.70411,114140481.986052
5,"Relative Coartem disp only","dalys_monetized_1",2012,1267442030.18669,2968803660.27264,1610367215.86209,90994414.2238533
5,"Relative Coartem disp only","dalys_monetized_1",2013,834813638.238574,3315568107.58188,2385896855.62104,94857613.7222628
5,"Relative Coartem disp only","dalys_monetized_1",2014,961797399.329336,15035807103.5172,13962657376.9116,111352327.276237
5,"Relative Coartem disp only","dalys_monetized_1",2015,874228478.747048,12034832080.6341,11041215912.9168,119387688.97028
5,"Relative Coartem disp only","dalys_monetized_1",2016,1026285308.03387,19312662246.6961,18188356752.6958,98020185.9664466
5,"Relative Coartem disp only","dalys_monetized_1",2017,1748999758.25647,22053780446.2972,20210421642.4724,94359045.5684168
5,"Relative Coartem disp only","dalys_monetized_1",2018,1675656464.23025,25876328239.0659,24120016922.8412,80654851.9945019
5,"Relative Coartem disp only","dalys_monetized_1",2019,1467461427.90942,27861905000.0971,26310297338.8738,84146233.3138799
5,"Relative Coartem disp only","dalys_monetized_1",2020,2198930042.05606,35407567859.9332,33111007675.5413,97630142.335856
5,"Relative Coartem disp only","dalys_monetized_1",2021,2923643604.77182,46250654051.3714,43236340482.6666,90669963.93291
5,"Relative Coartem disp only","dalys_monetized_1",2022,0,49300609553.6135,49227429449.6135,73180104
5,"Relative_All AL disp","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
5,"Relative_All AL disp","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
5,"Relative_All AL disp","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
5,"Relative_All AL disp","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
5,"Relative_All AL disp","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
5,"Relative_All AL disp","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
5,"Relative_All AL disp","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
5,"Relative_All AL disp","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
5,"Relative_All AL disp","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
5,"Relative_All AL disp","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
5,"Relative_All AL disp","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
5,"Relative_All AL disp","dalys_monetized_1",2011,1106469407.57075,0,-1220609889.55681,114140481.986052
5,"Relative_All AL disp","dalys_monetized_1",2012,1520340297.56567,2968803660.27264,1357468948.48311,90994414.2238533
5,"Relative_All AL disp","dalys_monetized_1",2013,811411072.702663,3315568107.58188,2409299421.15695,94857613.7222628
5,"Relative_All AL disp","dalys_monetized_1",2014,1150261152.07911,15035807103.5172,13774193624.1618,111352327.276237
5,"Relative_All AL disp","dalys_monetized_1",2015,1245140722.84075,12034832080.6341,10670303668.8231,119387688.97028
5,"Relative_All AL disp","dalys_monetized_1",2016,1015940420.70659,19312662246.6961,18198701640.0231,98020185.9664466
5,"Relative_All AL disp","dalys_monetized_1",2017,1900524364.81878,22053780446.2972,20058897035.91,94359045.5684168
5,"Relative_All AL disp","dalys_monetized_1",2018,1372294958.79343,25876328239.0659,24423378428.278,80654851.9945019
5,"Relative_All AL disp","dalys_monetized_1",2019,1528916386.45935,27861905000.0971,26248842380.3239,84146233.3138799
5,"Relative_All AL disp","dalys_monetized_1",2020,2256888648.92245,35407567859.9332,33053049068.6749,97630142.335856
5,"Relative_All AL disp","dalys_monetized_1",2021,2254944546.69807,46250654051.3714,43905039540.7404,90669963.93291
5,"Relative_All AL disp","dalys_monetized_1",2022,0,49300609553.6135,49227429449.6135,73180104
6,"Absolute All AL disp","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
6,"Absolute All AL disp","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
6,"Absolute All AL disp","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
6,"Absolute All AL disp","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
6,"Absolute All AL disp","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
6,"Absolute All AL disp","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
6,"Absolute All AL disp","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
6,"Absolute All AL disp","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
6,"Absolute All AL disp","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
6,"Absolute All AL disp","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
6,"Absolute All AL disp","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
6,"Absolute All AL disp","dalys_monetized_1",2011,1390899052.3843,56132954075.2117,54627914540.8413,114140481.986052
6,"Absolute All AL disp","dalys_monetized_1",2012,1574920770.78186,68223241991.7724,66557326806.7667,90994414.2238533
6,"Absolute All AL disp","dalys_monetized_1",2013,1097795507.84552,49938770800.1225,48746117678.5547,94857613.7222628
6,"Absolute All AL disp","dalys_monetized_1",2014,1115406393.6078,182988058916.635,181761300195.751,111352327.276237
6,"Absolute All AL disp","dalys_monetized_1",2015,1217871235.61688,179489261290.882,178152002366.295,119387688.97028
6,"Absolute All AL disp","dalys_monetized_1",2016,984985170.833891,182586948626.31,181503943269.509,98020185.9664466
6,"Absolute All AL disp","dalys_monetized_1",2017,1764468064.08602,259395579630.837,257536752521.182,94359045.5684168
6,"Absolute All AL disp","dalys_monetized_1",2018,1582645790.95037,260460163048.061,258796862405.116,80654851.9945019
6,"Absolute All AL disp","dalys_monetized_1",2019,1381421754.69793,230134083349.161,228668515361.149,84146233.3138799
6,"Absolute All AL disp","dalys_monetized_1",2020,2390634385.54619,325213628988.768,322725364460.886,97630142.335856
6,"Absolute All AL disp","dalys_monetized_1",2021,2279464280.34989,362730251317.391,360360117073.109,90669963.93291
6,"Absolute All AL disp","dalys_monetized_1",2022,0,397598834165.828,397525654061.828,73180104
6,"Absolute Coartem disp only","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
6,"Absolute Coartem disp only","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
6,"Absolute Coartem disp only","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
6,"Absolute Coartem disp only","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
6,"Absolute Coartem disp only","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
6,"Absolute Coartem disp only","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
6,"Absolute Coartem disp only","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
6,"Absolute Coartem disp only","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
6,"Absolute Coartem disp only","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
6,"Absolute Coartem disp only","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
6,"Absolute Coartem disp only","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
6,"Absolute Coartem disp only","dalys_monetized_1",2011,1334537348.2237,56132954075.2117,54684276245.0019,114140481.986052
6,"Absolute Coartem disp only","dalys_monetized_1",2012,1443978126.78183,68223241991.7724,66688269450.7668,90994414.2238533
6,"Absolute Coartem disp only","dalys_monetized_1",2013,1148014648.84418,48188145089.8207,46945272827.2543,94857613.7222628
6,"Absolute Coartem disp only","dalys_monetized_1",2014,1214496945.38636,175409644145.079,174083794872.416,111352327.276237
6,"Absolute Coartem disp only","dalys_monetized_1",2015,1046539724.71194,168956207677.501,167790280263.819,119387688.97028
6,"Absolute Coartem disp only","dalys_monetized_1",2016,1141099996.8817,182586948626.31,181347828443.461,98020185.9664466
6,"Absolute Coartem disp only","dalys_monetized_1",2017,1685195636.18055,245167498012.885,243387943331.136,94359045.5684168
6,"Absolute Coartem disp only","dalys_monetized_1",2018,1350236171.74379,247919091311.929,246488200288.19,80654851.9945019
6,"Absolute Coartem disp only","dalys_monetized_1",2019,1480762163.14766,227618183766.145,226053275369.684,84146233.3138799
6,"Absolute Coartem disp only","dalys_monetized_1",2020,2478253752.02128,301817484912.602,299241601018.245,97630142.335856
6,"Absolute Coartem disp only","dalys_monetized_1",2021,1955323375.90531,348028619599.649,345982626259.811,90669963.93291
6,"Absolute Coartem disp only","dalys_monetized_1",2022,0,388377454992.885,388304274888.885,73180104
6,"Relative Coartem disp only","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
6,"Relative Coartem disp only","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
6,"Relative Coartem disp only","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
6,"Relative Coartem disp only","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
6,"Relative Coartem disp only","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
6,"Relative Coartem disp only","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
6,"Relative Coartem disp only","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
6,"Relative Coartem disp only","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
6,"Relative Coartem disp only","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
6,"Relative Coartem disp only","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
6,"Relative Coartem disp only","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
6,"Relative Coartem disp only","dalys_monetized_1",2011,1445429190.1899,0,-1559569672.17596,114140481.986052
6,"Relative Coartem disp only","dalys_monetized_1",2012,1516828094.0166,2968803660.27264,1360981152.03219,90994414.2238533
6,"Relative Coartem disp only","dalys_monetized_1",2013,982281225.131099,3315568107.58188,2238429268.72852,94857613.7222628
6,"Relative Coartem disp only","dalys_monetized_1",2014,1106167831.21444,15035807103.5172,13818286945.0265,111352327.276237
6,"Relative Coartem disp only","dalys_monetized_1",2015,1208113899.44094,12034832080.6341,10707330492.2229,119387688.97028
6,"Relative Coartem disp only","dalys_monetized_1",2016,901231259.75355,19312662246.6961,18313410800.9761,98020185.9664466
6,"Relative Coartem disp only","dalys_monetized_1",2017,1587031577.65421,22053780446.2972,20372389823.0746,94359045.5684168
6,"Relative Coartem disp only","dalys_monetized_1",2018,1685117636.47595,25876328239.0659,24110555750.5955,80654851.9945019
6,"Relative Coartem disp only","dalys_monetized_1",2019,1274296892.87266,27861905000.0971,26503461873.9106,84146233.3138799
6,"Relative Coartem disp only","dalys_monetized_1",2020,2596230554.77122,35407567859.9332,32713707162.8261,97630142.335856
6,"Relative Coartem disp only","dalys_monetized_1",2021,2521831269.06757,46250654051.3714,43638152818.3709,90669963.93291
6,"Relative Coartem disp only","dalys_monetized_1",2022,0,49300609553.6135,49227429449.6135,73180104
6,"Relative_All AL disp","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
6,"Relative_All AL disp","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
6,"Relative_All AL disp","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
6,"Relative_All AL disp","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
6,"Relative_All AL disp","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
6,"Relative_All AL disp","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
6,"Relative_All AL disp","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
6,"Relative_All AL disp","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
6,"Relative_All AL disp","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
6,"Relative_All AL disp","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
6,"Relative_All AL disp","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
6,"Relative_All AL disp","dalys_monetized_1",2011,1289974128.03457,0,-1404114610.02062,114140481.986052
6,"Relative_All AL disp","dalys_monetized_1",2012,1330574863.14736,2968803660.27264,1547234382.90143,90994414.2238533
6,"Relative_All AL disp","dalys_monetized_1",2013,735611820.751511,3315568107.58188,2485098673.1081,94857613.7222628
6,"Relative_All AL disp","dalys_monetized_1",2014,1275464818.30679,15035807103.5172,13648989957.9341,111352327.276237
6,"Relative_All AL disp","dalys_monetized_1",2015,1148746176.37949,12034832080.6341,10766698215.2843,119387688.97028
6,"Relative_All AL disp","dalys_monetized_1",2016,1017276043.92982,19312662246.6961,18197366016.7998,98020185.9664466
6,"Relative_All AL disp","dalys_monetized_1",2017,2169938038.37576,22053780446.2972,19789483362.3531,94359045.5684168
6,"Relative_All AL disp","dalys_monetized_1",2018,1709292861.24558,25876328239.0659,24086380525.8259,80654851.9945019
6,"Relative_All AL disp","dalys_monetized_1",2019,2053261553.77428,27861905000.0971,25724497213.009,84146233.3138799
6,"Relative_All AL disp","dalys_monetized_1",2020,2048406349.84851,35407567859.9332,33261531367.7488,97630142.335856
6,"Relative_All AL disp","dalys_monetized_1",2021,2870074669.38929,46250654051.3714,43289909418.0492,90669963.93291
6,"Relative_All AL disp","dalys_monetized_1",2022,0,49300609553.6135,49227429449.6135,73180104
7,"Absolute All AL disp","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
7,"Absolute All AL disp","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
7,"Absolute All AL disp","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
7,"Absolute All AL disp","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
7,"Absolute All AL disp","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
7,"Absolute All AL disp","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
7,"Absolute All AL disp","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
7,"Absolute All AL disp","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
7,"Absolute All AL disp","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
7,"Absolute All AL disp","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
7,"Absolute All AL disp","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
7,"Absolute All AL disp","dalys_monetized_1",2011,1548078626.00543,56132954075.2117,54470734967.2202,114140481.986052
7,"Absolute All AL disp","dalys_monetized_1",2012,948266267.42166,68223241991.7724,67183981310.1269,90994414.2238533
7,"Absolute All AL disp","dalys_monetized_1",2013,864555705.370764,49938770800.1225,48979357481.0294,94857613.7222628
7,"Absolute All AL disp","dalys_monetized_1",2014,1372331101.52532,182988058916.635,181504375487.833,111352327.276237
7,"Absolute All AL disp","dalys_monetized_1",2015,1076257380.82998,179489261290.882,178293616221.082,119387688.97028
7,"Absolute All AL disp","dalys_monetized_1",2016,1102802607.39709,182586948626.31,181386125832.946,98020185.9664466
7,"Absolute All AL disp","dalys_monetized_1",2017,1666949833.6134,259395579630.837,257634270751.655,94359045.5684168
7,"Absolute All AL disp","dalys_monetized_1",2018,1421975023.31763,260460163048.061,258957533172.749,80654851.9945019
7,"Absolute All AL disp","dalys_monetized_1",2019,1850335868.8091,230134083349.161,228199601247.038,84146233.3138799
7,"Absolute All AL disp","dalys_monetized_1",2020,3022993958.10964,325213628988.768,322093004888.323,97630142.335856
7,"Absolute All AL disp","dalys_monetized_1",2021,2895508000.48683,362730251317.391,359744073352.972,90669963.93291
7,"Absolute All AL disp","dalys_monetized_1",2022,0,397598834165.828,397525654061.828,73180104
7,"Absolute Coartem disp only","dalys_monetized_1",2000,0,0,-26798482.7252633,26798482.7252633
7,"Absolute Coartem disp only","dalys_monetized_1",2001,0,0,-44971604.9464951,44971604.9464951
7,"Absolute Coartem disp only","dalys_monetized_1",2002,0,0,-29197993.3498014,29197993.3498014
7,"Absolute Coartem disp only","dalys_monetized_1",2003,0,0,-55058570.8367679,55058570.8367679
7,"Absolute Coartem disp only","dalys_monetized_1",2004,0,0,-68448230.7639059,68448230.7639059
7,"Absolute Coartem disp only","dalys_monetized_1",2005,0,0,-102358034.746129,102358034.746129
7,"Absolute Coartem disp only","dalys_monetized_1",2006,0,0,-63741152.1534097,63741152.1534097
7,"Absolute Coartem disp only","dalys_monetized_1",2007,0,0,-156061650.005058,156061650.005058
7,"Absolute Coartem disp only","dalys_monetized_1",2008,0,0,-104671769.084416,104671769.084416
7,"Absolute Coartem disp only","dalys_monetized_1",2009,0,0,-76188062.9033656,76188062.9033656
7,"Absolute Coartem disp only","dalys_monetized_1",2010,0,0,-103364593.393778,103364593.393778
