"year","health_systems_costs","monetized_dalys_averted","in_2023_prices","cash_flow","run_id"
2020,2007407722.93022,43201238492.7344,108765448.735646,41085065321.0685,11
2021,2506599495.27027,54696124607.9623,100845446.198309,52088679666.4937,11
2022,1892223317.30796,51468449817.0474,81301804.902422,49494924694.8371,11
2023,2061041024.7125,48264530586.1085,77988063,46125501498.396,11
2000,0,0,29852923.0011034,-29852923.0011034,12
2001,0,0,50108598.4343931,-50108598.4343931,12
2002,0,0,32524926.5109877,-32524926.5109877,12
2003,0,0,61183848.4315702,-61183848.4315702,12
2004,0,0,76280271.9680802,-76280271.9680802,12
2005,0,0,114095421.233847,-114095421.233847,12
2006,0,0,71055328.531221,-71055328.531221,12
2007,0,0,173925704.21992,-173925704.21992,12
2008,0,0,118242843.004781,-118242843.004781,12
2009,0,0,85861724.9480041,-85861724.9480041,12
2010,0,0,116044460.205488,-116044460.205488,12
2011,1345280582.90983,0,128294997.271244,-1473575580.18108,12
2012,1046244019.90534,3889699179.71493,103748180.04707,2739706979.76252,12
2013,1256605698.71447,4207103133.1034,106873147.128942,2843624287.25998,12
2014,1022401409.82932,16652362565.641,126230106.011086,15503731049.8006,12
2015,876170415.611811,13167022931.8157,135116138.984205,12155736377.2197,12
2016,1040524848.53267,22457446972.1743,97182201.0538521,21319739922.5878,12
2017,1198458028.84502,25552843573.0726,120315216.056736,24234070328.1708,12
2018,1209565282.76856,30214225478.3557,89798807.4848151,28914861388.1023,12
2019,1123817973.31461,32723474934.0128,93514565.4752602,31506142395.2229,12
2020,1883423603.82573,43201238492.7344,108765448.735646,41209049440.173,12
2021,2211774407.27168,54696124607.9623,100845446.198309,52383504754.4923,12
2022,2410903194.9726,51468449817.0474,81301804.902422,48976244817.1724,12
2023,2789518778.82447,48264530586.1085,77988063,45397023744.284,12
2000,0,0,29852923.0011034,-29852923.0011034,13
2001,0,0,50108598.4343931,-50108598.4343931,13
2002,0,0,32524926.5109877,-32524926.5109877,13
2003,0,0,61183848.4315702,-61183848.4315702,13
2004,0,0,76280271.9680802,-76280271.9680802,13
2005,0,0,114095421.233847,-114095421.233847,13
2006,0,0,71055328.531221,-71055328.531221,13
2007,0,0,173925704.21992,-173925704.21992,13
2008,0,0,118242843.004781,-118242843.004781,13
2009,0,0,85861724.9480041,-85861724.9480041,13
2010,0,0,116044460.205488,-116044460.205488,13
2011,1146383413.64268,0,128294997.271244,-1274678410.91392,13
2012,1370584494.15514,3889699179.71493,103748180.04707,2415366505.51272,13
2013,969172847.907868,4207103133.1034,106873147.128942,3131057138.06659,13
2014,902163701.677024,16652362565.641,126230106.011086,15623968757.9529,13
2015,793215725.045446,13167022931.8157,135116138.984205,12238691067.7861,13
2016,865497122.656477,22457446972.1743,97182201.0538521,21494767648.464,13
2017,1646642044.13847,25552843573.0726,120315216.056736,23785886312.8774,13
2018,1123901645.94894,30214225478.3557,89798807.4848151,29000525024.9219,13
2019,1673035373.99911,32723474934.0128,93514565.4752602,30956924994.5384,13
2020,1945902647.79419,43201238492.7344,108765448.735646,41146570396.2046,13
2021,1940300681.29131,54696124607.9623,100845446.198309,52654978480.4727,13
2022,2271942813.91392,51468449817.0474,81301804.902422,49115205198.2311,13
2023,2163750248.21572,48264530586.1085,77988063,46022792274.8928,13
2000,0,0,29852923.0011034,-29852923.0011034,14
2001,0,0,50108598.4343931,-50108598.4343931,14
2002,0,0,32524926.5109877,-32524926.5109877,14
2003,0,0,61183848.4315702,-61183848.4315702,14
2004,0,0,76280271.9680802,-76280271.9680802,14
2005,0,0,114095421.233847,-114095421.233847,14
2006,0,0,71055328.531221,-71055328.531221,14
2007,0,0,173925704.21992,-173925704.21992,14
2008,0,0,118242843.004781,-118242843.004781,14
2009,0,0,85861724.9480041,-85861724.9480041,14
2010,0,0,116044460.205488,-116044460.205488,14
2011,1210616032.94564,0,128294997.271244,-1338911030.21688,14
2012,1146417568.07963,3889699179.71493,103748180.04707,2639533431.58823,14
2013,920362186.720765,4207103133.1034,106873147.128942,3179867799.25369,14
2014,984856498.432457,16652362565.641,126230106.011086,15541275961.1975,14
2015,946586080.666252,13167022931.8157,135116138.984205,12085320712.1653,14
2016,1024489391.48754,22457446972.1743,97182201.0538521,21335775379.633,14
2017,1338533545.14319,25552843573.0726,120315216.056736,24093994811.8726,14
2018,1110015974.93767,30214225478.3557,89798807.4848151,29014410695.9332,14
2019,1348321273.4114,32723474934.0128,93514565.4752602,31281639095.1261,14
2020,1696562770.69521,43201238492.7344,108765448.735646,41395910273.3035,14
2021,1766139808.07262,54696124607.9623,100845446.198309,52829139353.6914,14
2022,1954099469.6945,51468449817.0474,81301804.902422,49433048542.4505,14
2023,2206940180.41841,48264530586.1085,77988063,45979602342.6901,14
2000,0,0,29852923.0011034,-29852923.0011034,15
2001,0,0,50108598.4343931,-50108598.4343931,15
2002,0,0,32524926.5109877,-32524926.5109877,15
2003,0,0,61183848.4315702,-61183848.4315702,15
2004,0,0,76280271.9680802,-76280271.9680802,15
2005,0,0,114095421.233847,-114095421.233847,15
2006,0,0,71055328.531221,-71055328.531221,15
2007,0,0,173925704.21992,-173925704.21992,15
2008,0,0,118242843.004781,-118242843.004781,15
2009,0,0,85861724.9480041,-85861724.9480041,15
2010,0,0,116044460.205488,-116044460.205488,15
2011,1233539548.90222,0,128294997.271244,-1361834546.17346,15
2012,1320724334.484,3889699179.71493,103748180.04707,2465226665.18386,15
2013,1117247493.35235,4207103133.1034,106873147.128942,2982982492.6221,15
2014,1164214109.71685,16652362565.641,126230106.011086,15361918349.9131,15
2015,858129203.495444,13167022931.8157,135116138.984205,12173777589.3361,15
2016,1163364022.3104,22457446972.1743,97182201.0538521,21196900748.8101,15
2017,1630754776.74935,25552843573.0726,120315216.056736,23801773580.2665,15
2018,1400305591.84918,30214225478.3557,89798807.4848151,28724121079.0217,15
2019,1154304700.12284,32723474934.0128,93514565.4752602,31475655668.4147,15
2020,1753986854.61837,43201238492.7344,108765448.735646,41338486189.3804,15
2021,1947487661.32948,54696124607.9623,100845446.198309,52647791500.4345,15
2022,2272094545.56965,51468449817.0474,81301804.902422,49115053466.5754,15
2023,2473345335.44539,48264530586.1085,77988063,45713197187.6631,15
2000,0,0,29852923.0011034,-29852923.0011034,16
2001,0,0,50108598.4343931,-50108598.4343931,16
2002,0,0,32524926.5109877,-32524926.5109877,16
2003,0,0,61183848.4315702,-61183848.4315702,16
2004,0,0,76280271.9680802,-76280271.9680802,16
2005,0,0,114095421.233847,-114095421.233847,16
2006,0,0,71055328.531221,-71055328.531221,16
2007,0,0,173925704.21992,-173925704.21992,16
2008,0,0,118242843.004781,-118242843.004781,16
2009,0,0,85861724.9480041,-85861724.9480041,16
2010,0,0,116044460.205488,-116044460.205488,16
2011,1090234019.07881,0,128294997.271244,-1218529016.35005,16
2012,875231612.858234,3889699179.71493,103748180.04707,2910719386.80962,16
2013,890441516.593044,4207103133.1034,106873147.128942,3209788469.38141,16
2014,1263976670.44287,16652362565.641,126230106.011086,15262155789.187,16
2015,1004331803.19029,13167022931.8157,135116138.984205,12027574989.6412,16
2016,1182544058.46851,22457446972.1743,97182201.0538521,21177720712.652,16
2017,1384530672.91199,25552843573.0726,120315216.056736,24047997684.1038,16
2018,1253177832.81491,30214225478.3557,89798807.4848151,28871248838.056,16
2019,1199655301.67758,32723474934.0128,93514565.4752602,31430305066.8599,16
2020,1754277583.40086,43201238492.7344,108765448.735646,41338195460.5979,16
2021,1943192583.29967,54696124607.9623,100845446.198309,52652086578.4643,16
2022,2243957323.73653,51468449817.0474,81301804.902422,49143190688.4085,16
2023,2400172766.64405,48264530586.1085,77988063,45786369756.4644,16
2000,0,0,29852923.0011034,-29852923.0011034,17
2001,0,0,50108598.4343931,-50108598.4343931,17
2002,0,0,32524926.5109877,-32524926.5109877,17
2003,0,0,61183848.4315702,-61183848.4315702,17
2004,0,0,76280271.9680802,-76280271.9680802,17
2005,0,0,114095421.233847,-114095421.233847,17
2006,0,0,71055328.531221,-71055328.531221,17
2007,0,0,173925704.21992,-173925704.21992,17
2008,0,0,118242843.004781,-118242843.004781,17
2009,0,0,85861724.9480041,-85861724.9480041,17
2010,0,0,116044460.205488,-116044460.205488,17
2011,1320438963.04655,0,128294997.271244,-1448733960.3178,17
2012,1300149716.04088,3889699179.71493,103748180.04707,2485801283.62698,17
2013,934528894.195187,4207103133.1034,106873147.128942,3165701091.77927,17
2014,959132851.99657,16652362565.641,126230106.011086,15566999607.6334,17
2015,939160794.38332,13167022931.8157,135116138.984205,12092745998.4482,17
2016,1019925508.90978,22457446972.1743,97182201.0538521,21340339262.2107,17
2017,1409242404.89093,25552843573.0726,120315216.056736,24023285952.1249,17
2018,1105667835.42637,30214225478.3557,89798807.4848151,29018758835.4445,17
2019,1391689324.95566,32723474934.0128,93514565.4752602,31238271043.5819,17
2020,1846234535.14654,43201238492.7344,108765448.735646,41246238508.8522,17
2021,2224077070.06581,54696124607.9623,100845446.198309,52371202091.6982,17
2022,1880663737.92268,51468449817.0474,81301804.902422,49506484274.2223,17
2023,2252895209.80576,48264530586.1085,77988063,45933647313.3027,17
2000,0,0,29852923.0011034,-29852923.0011034,18
2001,0,0,50108598.4343931,-50108598.4343931,18
2002,0,0,32524926.5109877,-32524926.5109877,18
2003,0,0,61183848.4315702,-61183848.4315702,18
2004,0,0,76280271.9680802,-76280271.9680802,18
2005,0,0,114095421.233847,-114095421.233847,18
2006,0,0,71055328.531221,-71055328.531221,18
2007,0,0,173925704.21992,-173925704.21992,18
2008,0,0,118242843.004781,-118242843.004781,18
2009,0,0,85861724.9480041,-85861724.9480041,18
2010,0,0,116044460.205488,-116044460.205488,18
2011,1136529599.58193,0,128294997.271244,-1264824596.85317,18
2012,1131564179.58414,3889699179.71493,103748180.04707,2654386820.08372,18
2013,895723596.59648,4207103133.1034,106873147.128942,3204506389.37797,18
2014,1170918600.55234,16652362565.641,126230106.011086,15355213859.0776,18
2015,901498868.249462,13167022931.8157,135116138.984205,12130407924.582,18
2016,887260381.038905,22457446972.1743,97182201.0538521,21473004390.0816,18
2017,1314894888.63698,25552843573.0726,120315216.056736,24117633468.3789,18
2018,1294450859.05947,30214225478.3557,89798807.4848151,28829975811.8114,18
2019,1365828408.10878,32723474934.0128,93514565.4752602,31264131960.4287,18
2020,1861863272.48604,43201238492.7344,108765448.735646,41230609771.5127,18
2021,2002666553.74647,54696124607.9623,100845446.198309,52592612608.0175,18
2022,1990486603.71619,51468449817.0474,81301804.902422,49396661408.4288,18
2023,2790707550.12875,48264530586.1085,77988063,45395834972.9797,18
2000,0,0,29852923.0011034,-29852923.0011034,19
2001,0,0,50108598.4343931,-50108598.4343931,19
2002,0,0,32524926.5109877,-32524926.5109877,19
2003,0,0,61183848.4315702,-61183848.4315702,19
2004,0,0,76280271.9680802,-76280271.9680802,19
2005,0,0,114095421.233847,-114095421.233847,19
2006,0,0,71055328.531221,-71055328.531221,19
2007,0,0,173925704.21992,-173925704.21992,19
2008,0,0,118242843.004781,-118242843.004781,19
2009,0,0,85861724.9480041,-85861724.9480041,19
2010,0,0,116044460.205488,-116044460.205488,19
2011,1228278047.28376,0,128294997.271244,-1356573044.555,19
2012,1260812686.48309,3889699179.71493,103748180.04707,2525138313.18477,19
2013,783686417.928367,4207103133.1034,106873147.128942,3316543568.04609,19
2014,1078184177.88327,16652362565.641,126230106.011086,15447948281.7467,19
2015,875938485.355077,13167022931.8157,135116138.984205,12155968307.4764,19
2016,1051577458.84566,22457446972.1743,97182201.0538521,21308687312.2748,19
2017,1317020648.39066,25552843573.0726,120315216.056736,24115507708.6252,19
2018,1243101630.76282,30214225478.3557,89798807.4848151,28881325040.108,19
2019,1409825530.73276,32723474934.0128,93514565.4752602,31220134837.8048,19
2020,2016012439.47979,43201238492.7344,108765448.735646,41076460604.519,19
2021,2346216639.61603,54696124607.9623,100845446.198309,52249062522.1479,19
2022,1549384753.09735,51468449817.0474,81301804.902422,49837763259.0477,19
2023,2157260861.17988,48264530586.1085,77988063,46029281661.9286,19
2000,0,0,29852923.0011034,-29852923.0011034,20
2001,0,0,50108598.4343931,-50108598.4343931,20
2002,0,0,32524926.5109877,-32524926.5109877,20
2003,0,0,61183848.4315702,-61183848.4315702,20
2004,0,0,76280271.9680802,-76280271.9680802,20
2005,0,0,114095421.233847,-114095421.233847,20
2006,0,0,71055328.531221,-71055328.531221,20
2007,0,0,173925704.21992,-173925704.21992,20
2008,0,0,118242843.004781,-118242843.004781,20
2009,0,0,85861724.9480041,-85861724.9480041,20
2010,0,0,116044460.205488,-116044460.205488,20
2011,1428480350.40016,0,128294997.271244,-1556775347.6714,20
2012,1231272090.40798,3889699179.71493,103748180.04707,2554678909.25987,20
2013,995890846.802798,4207103133.1034,106873147.128942,3104339139.17166,20
2014,1027467615.56834,16652362565.641,126230106.011086,15498664844.0616,20
2015,933975052.894298,13167022931.8157,135116138.984205,12097931739.9372,20
2016,909259641.450419,22457446972.1743,97182201.0538521,21451005129.6701,20
2017,1372754520.98978,25552843573.0726,120315216.056736,24059773836.0261,20
2018,1086614478.96762,30214225478.3557,89798807.4848151,29037812191.9032,20
2019,1291267236.55716,32723474934.0128,93514565.4752602,31338693131.9804,20
2020,2123949689.08167,43201238492.7344,108765448.735646,40968523354.9171,20
2021,2113644969.83342,54696124607.9623,100845446.198309,52481634191.9306,20
2022,2172751942.29015,51468449817.0474,81301804.902422,49214396069.8549,20
2023,2861524662.79783,48264530586.1085,77988063,45325017860.3106,20
2000,0,0,29852923.0011034,-29852923.0011034,21
2001,0,0,50108598.4343931,-50108598.4343931,21
2002,0,0,32524926.5109877,-32524926.5109877,21
2003,0,0,61183848.4315702,-61183848.4315702,21
2004,0,0,76280271.9680802,-76280271.9680802,21
2005,0,0,114095421.233847,-114095421.233847,21
2006,0,0,71055328.531221,-71055328.531221,21
2007,0,0,173925704.21992,-173925704.21992,21
2008,0,0,118242843.004781,-118242843.004781,21
2009,0,0,85861724.9480041,-85861724.9480041,21
2010,0,0,116044460.205488,-116044460.205488,21
2011,1401542064.92939,0,128294997.271244,-1529837062.20063,21
2012,1160716368.758,3889699179.71493,103748180.04707,2625234630.90986,21
2013,821344832.93725,4207103133.1034,106873147.128942,3278885153.0372,21
2014,1119452887.12995,16652362565.641,126230106.011086,15406679572.5,21
2015,819238955.656547,13167022931.8157,135116138.984205,12212667837.175,21
2016,1234813653.63291,22457446972.1743,97182201.0538521,21125451117.4876,21
2017,1503471871.42214,25552843573.0726,120315216.056736,23929056485.5937,21
2018,1309140011.7589,30214225478.3557,89798807.4848151,28815286659.112,21
2019,1326874129.77522,32723474934.0128,93514565.4752602,31303086238.7623,21
2020,2026354114.59348,43201238492.7344,108765448.735646,41066118929.4053,21
2021,1776412456.75462,54696124607.9623,100845446.198309,52818866705.0094,21
2022,1947308642.95852,51468449817.0474,81301804.902422,49439839369.1865,21
2023,2343740694.72202,48264530586.1085,77988063,45842801828.3865,21
2000,0,0,29852923.0011034,-29852923.0011034,22
2001,0,0,50108598.4343931,-50108598.4343931,22
2002,0,0,32524926.5109877,-32524926.5109877,22
2003,0,0,61183848.4315702,-61183848.4315702,22
2004,0,0,76280271.9680802,-76280271.9680802,22
2005,0,0,114095421.233847,-114095421.233847,22
2006,0,0,71055328.531221,-71055328.531221,22
2007,0,0,173925704.21992,-173925704.21992,22
2008,0,0,118242843.004781,-118242843.004781,22
2009,0,0,85861724.9480041,-85861724.9480041,22
2010,0,0,116044460.205488,-116044460.205488,22
2011,1225665619.05498,0,128294997.271244,-1353960616.32622,22
2012,1183268211.22796,3889699179.71493,103748180.04707,2602682788.43989,22
2013,1052925956.11842,4207103133.1034,106873147.128942,3047304029.85604,22
2014,1271619972.58762,16652362565.641,126230106.011086,15254512487.0423,22
2015,963446161.72422,13167022931.8157,135116138.984205,12068460631.1073,22
2016,1072727496.82224,22457446972.1743,97182201.0538521,21287537274.2982,22
2017,1609980201.33211,25552843573.0726,120315216.056736,23822548155.6837,22
2018,1303287687.4372,30214225478.3557,89798807.4848151,28821138983.4337,22
2019,1306089726.59341,32723474934.0128,93514565.4752602,31323870641.9441,22
2020,2003836648.58583,43201238492.7344,108765448.735646,41088636395.4129,22
2021,1942858671.55233,54696124607.9623,100845446.198309,52652420490.2116,22
2022,1535547828.39859,51468449817.0474,81301804.902422,49851600183.7464,22
2023,2755067639.4442,48264530586.1085,77988063,45431474883.6643,22
2000,0,0,29852923.0011034,-29852923.0011034,23
2001,0,0,50108598.4343931,-50108598.4343931,23
2002,0,0,32524926.5109877,-32524926.5109877,23
2003,0,0,61183848.4315702,-61183848.4315702,23
2004,0,0,76280271.9680802,-76280271.9680802,23
2005,0,0,114095421.233847,-114095421.233847,23
2006,0,0,71055328.531221,-71055328.531221,23
2007,0,0,173925704.21992,-173925704.21992,23
2008,0,0,118242843.004781,-118242843.004781,23
2009,0,0,85861724.9480041,-85861724.9480041,23
2010,0,0,116044460.205488,-116044460.205488,23
2011,1407408535.93519,0,128294997.271244,-1535703533.20644,23
2012,1161214643.48119,3889699179.71493,103748180.04707,2624736356.18667,23
2013,931582792.39311,4207103133.1034,106873147.128942,3168647193.58134,23
2014,1019145061.28829,16652362565.641,126230106.011086,15506987398.3416,23
2015,858866379.514236,13167022931.8157,135116138.984205,12173040413.3173,23
2016,1056300871.00968,22457446972.1743,97182201.0538521,21303963900.1108,23
2017,1223548803.76226,25552843573.0726,120315216.056736,24208979553.2536,23
2018,1138112891.6745,30214225478.3557,89798807.4848151,28986313779.1964,23
2019,1229074955.57939,32723474934.0128,93514565.4752602,31400885412.9581,23
2020,1765784224.07159,43201238492.7344,108765448.735646,41326688819.9272,23
2021,1633508438.87879,54696124607.9623,100845446.198309,52961770722.8852,23
2022,2239162919.43075,51468449817.0474,81301804.902422,49147985092.7143,23
2023,2420619853.11228,48264530586.1085,77988063,45765922669.9962,23
2000,0,0,29852923.0011034,-29852923.0011034,24
2001,0,0,50108598.4343931,-50108598.4343931,24
2002,0,0,32524926.5109877,-32524926.5109877,24
2003,0,0,61183848.4315702,-61183848.4315702,24
2004,0,0,76280271.9680802,-76280271.9680802,24
2005,0,0,114095421.233847,-114095421.233847,24
2006,0,0,71055328.531221,-71055328.531221,24
2007,0,0,173925704.21992,-173925704.21992,24
2008,0,0,118242843.004781,-118242843.004781,24
2009,0,0,85861724.9480041,-85861724.9480041,24
2010,0,0,116044460.205488,-116044460.205488,24
2011,1233172565.8052,0,128294997.271244,-1361467563.07644,24
2012,1189281155.51692,3889699179.71493,103748180.04707,2596669844.15094,24
2013,1213454106.71571,4207103133.1034,106873147.128942,2886775879.25874,24
2014,1054291077.37386,16652362565.641,126230106.011086,15471841382.2561,24
2015,888032764.802477,13167022931.8157,135116138.984205,12143874028.029,24
2016,929177173.673674,22457446972.1743,97182201.0538521,21431087597.4468,24
2017,1401644049.65712,25552843573.0726,120315216.056736,24030884307.3587,24
2018,1323139275.43507,30214225478.3557,89798807.4848151,28801287395.4358,24
2019,1318304896.10158,32723474934.0128,93514565.4752602,31311655472.4359,24
2020,2293833748.77159,43201238492.7344,108765448.735646,40798639295.2272,24
2021,2526202272.06164,54696124607.9623,100845446.198309,52069076889.7023,24
2022,1549966892.3505,51468449817.0474,81301804.902422,49837181119.7945,24
2023,2469385546.69913,48264530586.1085,77988063,45717156976.4093,24
2000,0,0,29852923.0011034,-29852923.0011034,25
2001,0,0,50108598.4343931,-50108598.4343931,25
2002,0,0,32524926.5109877,-32524926.5109877,25
2003,0,0,61183848.4315702,-61183848.4315702,25
2004,0,0,76280271.9680802,-76280271.9680802,25
2005,0,0,114095421.233847,-114095421.233847,25
2006,0,0,71055328.531221,-71055328.531221,25
2007,0,0,173925704.21992,-173925704.21992,25
2008,0,0,118242843.004781,-118242843.004781,25
2009,0,0,85861724.9480041,-85861724.9480041,25
2010,0,0,116044460.205488,-116044460.205488,25
2011,1424075092.72015,0,128294997.271244,-1552370089.99139,25
2012,1072578369.16717,3889699179.71493,103748180.04707,2713372630.50068,25
2013,1179099920.23099,4207103133.1034,106873147.128942,2921130065.74347,25
2014,922688920.437621,16652362565.641,126230106.011086,15603443539.1923,25
2015,980244134.820734,13167022931.8157,135116138.984205,12051662658.0108,25
2016,848108223.777906,22457446972.1743,97182201.0538521,21512156547.3426,25
2017,1363224903.09085,25552843573.0726,120315216.056736,24069303453.925,25
2018,1336684287.17193,30214225478.3557,89798807.4848151,28787742383.6989,25
2019,1128867281.06908,32723474934.0128,93514565.4752602,31501093087.4684,25
2020,1791263767.44955,43201238492.7344,108765448.735646,41301209276.5492,25
2021,2431752669.74688,54696124607.9623,100845446.198309,52163526492.0171,25
2022,1638017413.34507,51468449817.0474,81301804.902422,49749130598.8,25
2023,2179116566.21019,48264530586.1085,77988063,46007425956.8983,25
2000,0,0,29852923.0011034,-29852923.0011034,26
2001,0,0,50108598.4343931,-50108598.4343931,26
2002,0,0,32524926.5109877,-32524926.5109877,26
2003,0,0,61183848.4315702,-61183848.4315702,26
2004,0,0,76280271.9680802,-76280271.9680802,26
2005,0,0,114095421.233847,-114095421.233847,26
2006,0,0,71055328.531221,-71055328.531221,26
2007,0,0,173925704.21992,-173925704.21992,26
2008,0,0,118242843.004781,-118242843.004781,26
2009,0,0,85861724.9480041,-85861724.9480041,26
2010,0,0,116044460.205488,-116044460.205488,26
2011,1302818430.97734,0,128294997.271244,-1431113428.24859,26
2012,1201049440.20405,3889699179.71493,103748180.04707,2584901559.4638,26
2013,960833711.547071,4207103133.1034,106873147.128942,3139396274.42738,26
2014,964927710.902925,16652362565.641,126230106.011086,15561204748.727,26
2015,1103031885.00526,13167022931.8157,135116138.984205,11928874907.8262,26
2016,956138227.094257,22457446972.1743,97182201.0538521,21404126544.0262,26
2017,1543380825.47885,25552843573.0726,120315216.056736,23889147531.537,26
2018,1669189031.14056,30214225478.3557,89798807.4848151,28455237639.7303,26
2019,1306175104.26648,32723474934.0128,93514565.4752602,31323785264.271,26
2020,1878528200.03452,43201238492.7344,108765448.735646,41213944843.9642,26
2021,1917578642.07564,54696124607.9623,100845446.198309,52677700519.6883,26
2022,2231996803.65534,51468449817.0474,81301804.902422,49155151208.4897,26
2023,2160711697.42253,48264530586.1085,77988063,46025830825.6859,26
2000,0,0,29852923.0011034,-29852923.0011034,27
2001,0,0,50108598.4343931,-50108598.4343931,27
2002,0,0,32524926.5109877,-32524926.5109877,27
2003,0,0,61183848.4315702,-61183848.4315702,27
2004,0,0,76280271.9680802,-76280271.9680802,27
2005,0,0,114095421.233847,-114095421.233847,27
2006,0,0,71055328.531221,-71055328.531221,27
2007,0,0,173925704.21992,-173925704.21992,27
2008,0,0,118242843.004781,-118242843.004781,27
2009,0,0,85861724.9480041,-85861724.9480041,27
2010,0,0,116044460.205488,-116044460.205488,27
2011,1256283431.98836,0,128294997.271244,-1384578429.25961,27
2012,867094115.441172,3889699179.71493,103748180.04707,2918856884.22669,27
2013,995337105.607445,4207103133.1034,106873147.128942,3104892880.36701,27
2014,932849147.764866,16652362565.641,126230106.011086,15593283311.8651,27
2015,892923138.899853,13167022931.8157,135116138.984205,12138983653.9317,27
2016,1161294487.93454,22457446972.1743,97182201.0538521,21198970283.1859,27
2017,1478287771.61644,25552843573.0726,120315216.056736,23954240585.3994,27
2018,1468805743.34629,30214225478.3557,89798807.4848151,28655620927.5246,27
2019,1432263967.86387,32723474934.0128,93514565.4752602,31197696400.6736,27
2020,2232166727.10014,43201238492.7344,108765448.735646,40860306316.8986,27
2021,2034700081.62293,54696124607.9623,100845446.198309,52560579080.141,27
2022,1489846383.70015,51468449817.0474,81301804.902422,49897301628.4449,27
2023,1895717812.32093,48264530586.1085,77988063,46290824710.7875,27
2000,0,0,29852923.0011034,-29852923.0011034,28
2001,0,0,50108598.4343931,-50108598.4343931,28
2002,0,0,32524926.5109877,-32524926.5109877,28
2003,0,0,61183848.4315702,-61183848.4315702,28
2004,0,0,76280271.9680802,-76280271.9680802,28
2005,0,0,114095421.233847,-114095421.233847,28
2006,0,0,71055328.531221,-71055328.531221,28
2007,0,0,173925704.21992,-173925704.21992,28
2008,0,0,118242843.004781,-118242843.004781,28
2009,0,0,85861724.9480041,-85861724.9480041,28
2010,0,0,116044460.205488,-116044460.205488,28
2011,1245520147.22101,0,128294997.271244,-1373815144.49225,28
2012,1017826633.30798,3889699179.71493,103748180.04707,2768124366.35988,28
2013,828294067.58136,4207103133.1034,106873147.128942,3271935918.39309,28
2014,1230331017.46652,16652362565.641,126230106.011086,15295801442.1634,28
2015,968188859.731474,13167022931.8157,135116138.984205,12063717933.1,28
2016,950923544.200661,22457446972.1743,97182201.0538521,21409341226.9198,28
2017,1434572649.05293,25552843573.0726,120315216.056736,23997955707.9629,28
2018,1304396089.44093,30214225478.3557,89798807.4848151,28820030581.4299,28
2019,1431907654.87799,32723474934.0128,93514565.4752602,31198052713.6595,28
2020,2130281549.85019,43201238492.7344,108765448.735646,40962191494.1486,28
2021,1969975628.39767,54696124607.9623,100845446.198309,52625303533.3663,28
2022,2617475454.79445,51468449817.0474,81301804.902422,48769672557.3506,28
2023,2072487566.36812,48264530586.1085,77988063,46114054956.7404,28
2000,0,0,29852923.0011034,-29852923.0011034,29
2001,0,0,50108598.4343931,-50108598.4343931,29
2002,0,0,32524926.5109877,-32524926.5109877,29
2003,0,0,61183848.4315702,-61183848.4315702,29
2004,0,0,76280271.9680802,-76280271.9680802,29
2005,0,0,114095421.233847,-114095421.233847,29
2006,0,0,71055328.531221,-71055328.531221,29
2007,0,0,173925704.21992,-173925704.21992,29
2008,0,0,118242843.004781,-118242843.004781,29
2009,0,0,85861724.9480041,-85861724.9480041,29
2010,0,0,116044460.205488,-116044460.205488,29
2011,1466356291.13215,0,128294997.271244,-1594651288.40339,29
2012,1180050033.99024,3889699179.71493,103748180.04707,2605900965.67762,29
2013,1043902328.86499,4207103133.1034,106873147.128942,3056327657.10946,29
2014,1164255759.42621,16652362565.641,126230106.011086,15361876700.2037,29
2015,972931942.249325,13167022931.8157,135116138.984205,12058974850.5822,29
2016,906063051.037199,22457446972.1743,97182201.0538521,21454201720.0833,29
2017,1453874718.03036,25552843573.0726,120315216.056736,23978653638.9855,29
2018,1266033557.87174,30214225478.3557,89798807.4848151,28858393112.9991,29
2019,1097095687.40993,32723474934.0128,93514565.4752602,31532864681.1276,29
2020,2108511054.12588,43201238492.7344,108765448.735646,40983961989.8729,29
2021,1975416669.55089,54696124607.9623,100845446.198309,52619862492.2131,29
2022,2146659781.24536,51468449817.0474,81301804.902422,49240488230.8997,29
2023,2083174442.72756,48264530586.1085,77988063,46103368080.3809,29
2000,0,0,29852923.0011034,-29852923.0011034,30
2001,0,0,50108598.4343931,-50108598.4343931,30
2002,0,0,32524926.5109877,-32524926.5109877,30
2003,0,0,61183848.4315702,-61183848.4315702,30
2004,0,0,76280271.9680802,-76280271.9680802,30
2005,0,0,114095421.233847,-114095421.233847,30
2006,0,0,71055328.531221,-71055328.531221,30
2007,0,0,173925704.21992,-173925704.21992,30
2008,0,0,118242843.004781,-118242843.004781,30
2009,0,0,85861724.9480041,-85861724.9480041,30
2010,0,0,116044460.205488,-116044460.205488,30
2011,1290563798.66713,0,128294997.271244,-1418858795.93838,30
2012,1166087708.73468,3889699179.71493,103748180.04707,2619863290.93318,30
2013,1132865985.13553,4207103133.1034,106873147.128942,2967364000.83893,30
2014,1311055824.68788,16652362565.641,126230106.011086,15215076634.942,30
2015,879287633.751249,13167022931.8157,135116138.984205,12152619159.0803,30
2016,971657810.083113,22457446972.1743,97182201.0538521,21388606961.0374,30
2017,1368504299.31391,25552843573.0726,120315216.056736,24064024057.7019,30
2018,1404984484.25996,30214225478.3557,89798807.4848151,28719442186.6109,30
2019,1459887443.73089,32723474934.0128,93514565.4752602,31170072924.8066,30
