"year","health_systems_costs","monetized_dalys_averted","in_2023_prices","cash_flow","run_id"
2020,2454700196.10657,43201238492.7344,108765448.735646,40637772847.8922,30
2021,2113246717.21567,54696124607.9623,100845446.198309,52482032444.5483,30
2022,1554647345.58999,51468449817.0474,81301804.902422,49832500666.555,30
2023,2286827336.01506,48264530586.1085,77988063,45899715187.0934,30
2000,0,0,29852923.0011034,-29852923.0011034,31
2001,0,0,50108598.4343931,-50108598.4343931,31
2002,0,0,32524926.5109877,-32524926.5109877,31
2003,0,0,61183848.4315702,-61183848.4315702,31
2004,0,0,76280271.9680802,-76280271.9680802,31
2005,0,0,114095421.233847,-114095421.233847,31
2006,0,0,71055328.531221,-71055328.531221,31
2007,0,0,173925704.21992,-173925704.21992,31
2008,0,0,118242843.004781,-118242843.004781,31
2009,0,0,85861724.9480041,-85861724.9480041,31
2010,0,0,116044460.205488,-116044460.205488,31
2011,1391385754.83157,0,128294997.271244,-1519680752.10281,31
2012,1369943044.47069,3889699179.71493,103748180.04707,2416007955.19717,31
2013,956689684.433406,4207103133.1034,106873147.128942,3143540301.54105,31
2014,1012216488.18263,16652362565.641,126230106.011086,15513915971.4473,31
2015,942070383.123505,13167022931.8157,135116138.984205,12089836409.708,31
2016,924829121.0019,22457446972.1743,97182201.0538521,21435435650.1186,31
2017,1431005291.05725,25552843573.0726,120315216.056736,24001523065.9586,31
2018,1371155615.83336,30214225478.3557,89798807.4848151,28753271055.0375,31
2019,1249471103.72256,32723474934.0128,93514565.4752602,31380489264.815,31
2020,2368118219.78081,43201238492.7344,108765448.735646,40724354824.2179,31
2021,1942386235.53337,54696124607.9623,100845446.198309,52652892926.2306,31
2022,2284401873.57663,51468449817.0474,81301804.902422,49102746138.5684,31
2023,2097624749.05243,48264530586.1085,77988063,46088917774.056,31
2000,0,0,29852923.0011034,-29852923.0011034,32
2001,0,0,50108598.4343931,-50108598.4343931,32
2002,0,0,32524926.5109877,-32524926.5109877,32
2003,0,0,61183848.4315702,-61183848.4315702,32
2004,0,0,76280271.9680802,-76280271.9680802,32
2005,0,0,114095421.233847,-114095421.233847,32
2006,0,0,71055328.531221,-71055328.531221,32
2007,0,0,173925704.21992,-173925704.21992,32
2008,0,0,118242843.004781,-118242843.004781,32
2009,0,0,85861724.9480041,-85861724.9480041,32
2010,0,0,116044460.205488,-116044460.205488,32
2011,1263234105.06991,0,128294997.271244,-1391529102.34116,32
2012,1129596719.93453,3889699179.71493,103748180.04707,2656354279.73332,32
2013,981162165.120401,4207103133.1034,106873147.128942,3119067820.85405,32
2014,1076207689.50413,16652362565.641,126230106.011086,15449924770.1258,32
2015,838125101.410379,13167022931.8157,135116138.984205,12193781691.4211,32
2016,1080102600.67702,22457446972.1743,97182201.0538521,21280162170.4435,32
2017,1385720540.11443,25552843573.0726,120315216.056736,24046807816.9014,32
2018,1225517863.85865,30214225478.3557,89798807.4848151,28898908807.0122,32
2019,1371113102.19565,32723474934.0128,93514565.4752602,31258847266.3419,32
2020,2265103244.36674,43201238492.7344,108765448.735646,40827369799.632,32
2021,1671638402.10939,54696124607.9623,100845446.198309,52923640759.6546,32
2022,1981838197.90622,51468449817.0474,81301804.902422,49405309814.2388,32
2023,2642761680.33454,48264530586.1085,77988063,45543780842.7739,32
2000,0,0,29852923.0011034,-29852923.0011034,33
2001,0,0,50108598.4343931,-50108598.4343931,33
2002,0,0,32524926.5109877,-32524926.5109877,33
2003,0,0,61183848.4315702,-61183848.4315702,33
2004,0,0,76280271.9680802,-76280271.9680802,33
2005,0,0,114095421.233847,-114095421.233847,33
2006,0,0,71055328.531221,-71055328.531221,33
2007,0,0,173925704.21992,-173925704.21992,33
2008,0,0,118242843.004781,-118242843.004781,33
2009,0,0,85861724.9480041,-85861724.9480041,33
2010,0,0,116044460.205488,-116044460.205488,33
2011,1201690532.43168,0,128294997.271244,-1329985529.70292,33
2012,1223736649.36209,3889699179.71493,103748180.04707,2562214350.30577,33
2013,915649176.62824,4207103133.1034,106873147.128942,3184580809.34621,33
2014,1001498292.45256,16652362565.641,126230106.011086,15524634167.1774,33
2015,907362827.589771,13167022931.8157,135116138.984205,12124543965.2417,33
2016,945166851.306652,22457446972.1743,97182201.0538521,21415097919.8138,33
2017,1535898360.0912,25552843573.0726,120315216.056736,23896629996.9246,33
2018,1580754831.97933,30214225478.3557,89798807.4848151,28543671838.8915,33
2019,1281106062.08854,32723474934.0128,93514565.4752602,31348854306.449,33
2020,2082636396.65069,43201238492.7344,108765448.735646,41009836647.3481,33
2021,2623488230.39619,54696124607.9623,100845446.198309,51971790931.3678,33
2022,1947960734.20836,51468449817.0474,81301804.902422,49439187277.9367,33
2023,2382495222.09442,48264530586.1085,77988063,45804047301.0141,33
2000,0,0,29852923.0011034,-29852923.0011034,34
2001,0,0,50108598.4343931,-50108598.4343931,34
2002,0,0,32524926.5109877,-32524926.5109877,34
2003,0,0,61183848.4315702,-61183848.4315702,34
2004,0,0,76280271.9680802,-76280271.9680802,34
2005,0,0,114095421.233847,-114095421.233847,34
2006,0,0,71055328.531221,-71055328.531221,34
2007,0,0,173925704.21992,-173925704.21992,34
2008,0,0,118242843.004781,-118242843.004781,34
2009,0,0,85861724.9480041,-85861724.9480041,34
2010,0,0,116044460.205488,-116044460.205488,34
2011,1349304617.09467,0,128294997.271244,-1477599614.36591,34
2012,965604042.042573,3889699179.71493,103748180.04707,2820346957.62528,34
2013,909907558.54488,4207103133.1034,106873147.128942,3190322427.42957,34
2014,1019468228.17098,16652362565.641,126230106.011086,15506664231.4589,34
2015,991561844.506977,13167022931.8157,135116138.984205,12040344948.3245,34
2016,1160217304.64979,22457446972.1743,97182201.0538521,21200047466.4707,34
2017,1397803436.90557,25552843573.0726,120315216.056736,24034724920.1103,34
2018,1321416395.37671,30214225478.3557,89798807.4848151,28803010275.4941,34
2019,1137729919.45194,32723474934.0128,93514565.4752602,31492230449.0856,34
2020,2101921181.57269,43201238492.7344,108765448.735646,40990551862.4261,34
2021,2176971694.74675,54696124607.9623,100845446.198309,52418307467.0172,34
2022,1919019109.17772,51468449817.0474,81301804.902422,49468128902.9673,34
2023,2472533410.39239,48264530586.1085,77988063,45714009112.7161,34
2000,0,0,29852923.0011034,-29852923.0011034,35
2001,0,0,50108598.4343931,-50108598.4343931,35
2002,0,0,32524926.5109877,-32524926.5109877,35
2003,0,0,61183848.4315702,-61183848.4315702,35
2004,0,0,76280271.9680802,-76280271.9680802,35
2005,0,0,114095421.233847,-114095421.233847,35
2006,0,0,71055328.531221,-71055328.531221,35
2007,0,0,173925704.21992,-173925704.21992,35
2008,0,0,118242843.004781,-118242843.004781,35
2009,0,0,85861724.9480041,-85861724.9480041,35
2010,0,0,116044460.205488,-116044460.205488,35
2011,1150092926.84198,0,128294997.271244,-1278387924.11322,35
2012,1191756704.84206,3889699179.71493,103748180.04707,2594194294.8258,35
2013,929594394.615066,4207103133.1034,106873147.128942,3170635591.35939,35
2014,939862917.007959,16652362565.641,126230106.011086,15586269542.622,35
2015,805248813.976791,13167022931.8157,135116138.984205,12226657978.8547,35
2016,815525565.676955,22457446972.1743,97182201.0538521,21544739205.4435,35
2017,1361237702.97256,25552843573.0726,120315216.056736,24071290654.0433,35
2018,1158833253.15863,30214225478.3557,89798807.4848151,28965593417.7122,35
2019,1346307580.41979,32723474934.0128,93514565.4752602,31283652788.1177,35
2020,2531754137.32855,43201238492.7344,108765448.735646,40560718906.6702,35
2021,1859778960.50811,54696124607.9623,100845446.198309,52735500201.2559,35
2022,1735134873.89739,51468449817.0474,81301804.902422,49652013138.2476,35
2023,2574042174.02944,48264530586.1085,77988063,45612500349.079,35
2000,0,0,29852923.0011034,-29852923.0011034,36
2001,0,0,50108598.4343931,-50108598.4343931,36
2002,0,0,32524926.5109877,-32524926.5109877,36
2003,0,0,61183848.4315702,-61183848.4315702,36
2004,0,0,76280271.9680802,-76280271.9680802,36
2005,0,0,114095421.233847,-114095421.233847,36
2006,0,0,71055328.531221,-71055328.531221,36
2007,0,0,173925704.21992,-173925704.21992,36
2008,0,0,118242843.004781,-118242843.004781,36
2009,0,0,85861724.9480041,-85861724.9480041,36
2010,0,0,116044460.205488,-116044460.205488,36
2011,1206186945.28262,0,128294997.271244,-1334481942.55387,36
2012,1402899231.96991,3889699179.71493,103748180.04707,2383051767.69794,36
2013,985984322.670811,4207103133.1034,106873147.128942,3114245663.30364,36
2014,1051078638.6207,16652362565.641,126230106.011086,15475053821.0092,36
2015,737871842.233665,13167022931.8157,135116138.984205,12294034950.5978,36
2016,1124799343.12256,22457446972.1743,97182201.0538521,21235465427.9979,36
2017,1460362103.89981,25552843573.0726,120315216.056736,23972166253.116,36
2018,1524240034.88216,30214225478.3557,89798807.4848151,28600186635.9887,36
2019,1359465958.40938,32723474934.0128,93514565.4752602,31270494410.1281,36
2020,1903227759.38564,43201238492.7344,108765448.735646,41189245284.6131,36
2021,2722038624.53013,54696124607.9623,100845446.198309,51873240537.2338,36
2022,1922722906.27827,51468449817.0474,81301804.902422,49464425105.8668,36
2023,2361492322.37506,48264530586.1085,77988063,45825050200.7334,36
2000,0,0,29852923.0011034,-29852923.0011034,37
2001,0,0,50108598.4343931,-50108598.4343931,37
2002,0,0,32524926.5109877,-32524926.5109877,37
2003,0,0,61183848.4315702,-61183848.4315702,37
2004,0,0,76280271.9680802,-76280271.9680802,37
2005,0,0,114095421.233847,-114095421.233847,37
2006,0,0,71055328.531221,-71055328.531221,37
2007,0,0,173925704.21992,-173925704.21992,37
2008,0,0,118242843.004781,-118242843.004781,37
2009,0,0,85861724.9480041,-85861724.9480041,37
2010,0,0,116044460.205488,-116044460.205488,37
2011,1383967469.08893,0,128294997.271244,-1512262466.36017,37
2012,1180330524.54644,3889699179.71493,103748180.04707,2605620475.12142,37
2013,926200679.799852,4207103133.1034,106873147.128942,3174029306.1746,37
2014,976728346.791595,16652362565.641,126230106.011086,15549404112.8383,37
2015,790293428.883222,13167022931.8157,135116138.984205,12241613363.9483,37
2016,980840392.019652,22457446972.1743,97182201.0538521,21379424379.1008,37
2017,1372351810.75029,25552843573.0726,120315216.056736,24060176546.2655,37
2018,1112842847.55111,30214225478.3557,89798807.4848151,29011583823.3197,37
2019,1354081155.01011,32723474934.0128,93514565.4752602,31275879213.5274,37
2020,2482104021.20256,43201238492.7344,108765448.735646,40610369022.7962,37
2021,1871616238.41986,54696124607.9623,100845446.198309,52723662923.3441,37
2022,1601818449.94478,51468449817.0474,81301804.902422,49785329562.2002,37
2023,2019968269.65045,48264530586.1085,77988063,46166574253.458,37
2000,0,0,29852923.0011034,-29852923.0011034,38
2001,0,0,50108598.4343931,-50108598.4343931,38
2002,0,0,32524926.5109877,-32524926.5109877,38
2003,0,0,61183848.4315702,-61183848.4315702,38
2004,0,0,76280271.9680802,-76280271.9680802,38
2005,0,0,114095421.233847,-114095421.233847,38
2006,0,0,71055328.531221,-71055328.531221,38
2007,0,0,173925704.21992,-173925704.21992,38
2008,0,0,118242843.004781,-118242843.004781,38
2009,0,0,85861724.9480041,-85861724.9480041,38
2010,0,0,116044460.205488,-116044460.205488,38
2011,1109782295.19118,0,128294997.271244,-1238077292.46242,38
2012,1021732170.30441,3889699179.71493,103748180.04707,2764218829.36344,38
2013,1061547531.04848,4207103133.1034,106873147.128942,3038682454.92598,38
2014,1067076742.57861,16652362565.641,126230106.011086,15459055717.0513,38
2015,838933896.876639,13167022931.8157,135116138.984205,12192972895.9549,38
2016,1146040650.2286,22457446972.1743,97182201.0538521,21214224120.8919,38
2017,1576479445.26012,25552843573.0726,120315216.056736,23856048911.7557,38
2018,1156764640.96703,30214225478.3557,89798807.4848151,28967662029.9038,38
2019,1171719318.44967,32723474934.0128,93514565.4752602,31458241050.0879,38
2020,2150013638.88981,43201238492.7344,108765448.735646,40942459405.109,38
2021,1832454999.10401,54696124607.9623,100845446.198309,52762824162.66,38
2022,1762363917.85311,51468449817.0474,81301804.902422,49624784094.2919,38
2023,2245033835.28682,48264530586.1085,77988063,45941508687.8217,38
2000,0,0,29852923.0011034,-29852923.0011034,39
2001,0,0,50108598.4343931,-50108598.4343931,39
2002,0,0,32524926.5109877,-32524926.5109877,39
2003,0,0,61183848.4315702,-61183848.4315702,39
2004,0,0,76280271.9680802,-76280271.9680802,39
2005,0,0,114095421.233847,-114095421.233847,39
2006,0,0,71055328.531221,-71055328.531221,39
2007,0,0,173925704.21992,-173925704.21992,39
2008,0,0,118242843.004781,-118242843.004781,39
2009,0,0,85861724.9480041,-85861724.9480041,39
2010,0,0,116044460.205488,-116044460.205488,39
2011,1270639043.14509,0,128294997.271244,-1398934040.41633,39
2012,1417574648.05119,3889699179.71493,103748180.04707,2368376351.61667,39
2013,1129006272.72759,4207103133.1034,106873147.128942,2971223713.24686,39
2014,1128615591.56124,16652362565.641,126230106.011086,15397516868.0687,39
2015,784112757.480407,13167022931.8157,135116138.984205,12247794035.3511,39
2016,1104662844.93437,22457446972.1743,97182201.0538521,21255601926.1861,39
2017,1312100245.69859,25552843573.0726,120315216.056736,24120428111.3172,39
2018,1225840921.57412,30214225478.3557,89798807.4848151,28898585749.2967,39
2019,1091146334.96,32723474934.0128,93514565.4752602,31538814033.5775,39
2020,2107853826.04735,43201238492.7344,108765448.735646,40984619217.9514,39
2021,1949737894.84811,54696124607.9623,100845446.198309,52645541266.9159,39
2022,1774971226.79008,51468449817.0474,81301804.902422,49612176785.3549,39
2023,2646817249.11293,48264530586.1085,77988063,45539725273.9955,39
2000,0,0,29852923.0011034,-29852923.0011034,40
2001,0,0,50108598.4343931,-50108598.4343931,40
2002,0,0,32524926.5109877,-32524926.5109877,40
2003,0,0,61183848.4315702,-61183848.4315702,40
2004,0,0,76280271.9680802,-76280271.9680802,40
2005,0,0,114095421.233847,-114095421.233847,40
2006,0,0,71055328.531221,-71055328.531221,40
2007,0,0,173925704.21992,-173925704.21992,40
2008,0,0,118242843.004781,-118242843.004781,40
2009,0,0,85861724.9480041,-85861724.9480041,40
2010,0,0,116044460.205488,-116044460.205488,40
2011,1176248364.52894,0,128294997.271244,-1304543361.80019,40
2012,826386637.77471,3889699179.71493,103748180.04707,2959564361.89315,40
2013,1040895761.85108,4207103133.1034,106873147.128942,3059334224.12337,40
2014,1084866592.34111,16652362565.641,126230106.011086,15441265867.2888,40
2015,730595714.737777,13167022931.8157,135116138.984205,12301311078.0937,40
2016,805236313.597896,22457446972.1743,97182201.0538521,21555028457.5226,40
2017,1408681621.32001,25552843573.0726,120315216.056736,24023846735.6958,40
2018,1294701479.90765,30214225478.3557,89798807.4848151,28829725190.9632,40
2019,1638518334.06147,32723474934.0128,93514565.4752602,30991442034.4761,40
2020,1948474345.68967,43201238492.7344,108765448.735646,41143998698.3091,40
2021,1780236094.88467,54696124607.9623,100845446.198309,52815043066.8793,40
2022,2321514882.94978,51468449817.0474,81301804.902422,49065633129.1953,40
2023,2515307276.41699,48264530586.1085,77988063,45671235246.6915,40
2000,0,0,29852923.0011034,-29852923.0011034,41
2001,0,0,50108598.4343931,-50108598.4343931,41
2002,0,0,32524926.5109877,-32524926.5109877,41
2003,0,0,61183848.4315702,-61183848.4315702,41
2004,0,0,76280271.9680802,-76280271.9680802,41
2005,0,0,114095421.233847,-114095421.233847,41
2006,0,0,71055328.531221,-71055328.531221,41
2007,0,0,173925704.21992,-173925704.21992,41
2008,0,0,118242843.004781,-118242843.004781,41
2009,0,0,85861724.9480041,-85861724.9480041,41
2010,0,0,116044460.205488,-116044460.205488,41
2011,1360579148.04766,0,128294997.271244,-1488874145.31891,41
2012,1102671698.43898,3889699179.71493,103748180.04707,2683279301.22888,41
2013,875260050.165475,4207103133.1034,106873147.128942,3224969935.80898,41
2014,1094569739.92228,16652362565.641,126230106.011086,15431562719.7076,41
2015,994953372.317148,13167022931.8157,135116138.984205,12036953420.5144,41
2016,924828543.619038,22457446972.1743,97182201.0538521,21435436227.5014,41
2017,1474785165.32015,25552843573.0726,120315216.056736,23957743191.6957,41
2018,1251977142.28881,30214225478.3557,89798807.4848151,28872449528.582,41
2019,1171175440.68093,32723474934.0128,93514565.4752602,31458784927.8566,41
2020,2056041423.12011,43201238492.7344,108765448.735646,41036431620.8787,41
2021,1718692395.23916,54696124607.9623,100845446.198309,52876586766.5248,41
2022,2311972693.12346,51468449817.0474,81301804.902422,49075175319.0216,41
2023,2203982318.02654,48264530586.1085,77988063,45982560205.0819,41
2000,0,0,29852923.0011034,-29852923.0011034,42
2001,0,0,50108598.4343931,-50108598.4343931,42
2002,0,0,32524926.5109877,-32524926.5109877,42
2003,0,0,61183848.4315702,-61183848.4315702,42
2004,0,0,76280271.9680802,-76280271.9680802,42
2005,0,0,114095421.233847,-114095421.233847,42
2006,0,0,71055328.531221,-71055328.531221,42
2007,0,0,173925704.21992,-173925704.21992,42
2008,0,0,118242843.004781,-118242843.004781,42
2009,0,0,85861724.9480041,-85861724.9480041,42
2010,0,0,116044460.205488,-116044460.205488,42
2011,1047459156.32536,0,128294997.271244,-1175754153.5966,42
2012,1170262266.66753,3889699179.71493,103748180.04707,2615688733.00033,42
2013,1243644114.82971,4207103133.1034,106873147.128942,2856585871.14474,42
2014,1105500615.72494,16652362565.641,126230106.011086,15420631843.905,42
2015,950874289.514453,13167022931.8157,135116138.984205,12081032503.3171,42
2016,1066928010.29646,22457446972.1743,97182201.0538521,21293336760.824,42
2017,1199811571.21252,25552843573.0726,120315216.056736,24232716785.8033,42
2018,1289181103.72276,30214225478.3557,89798807.4848151,28835245567.1481,42
2019,1490254664.74347,32723474934.0128,93514565.4752602,31139705703.7941,42
2020,2441581337.68857,43201238492.7344,108765448.735646,40650891706.3102,42
2021,2226642622.08445,54696124607.9623,100845446.198309,52368636539.6795,42
2022,2061429463.5214,51468449817.0474,81301804.902422,49325718548.6236,42
2023,2417790519.09843,48264530586.1085,77988063,45768752004.01,42
2000,0,0,29852923.0011034,-29852923.0011034,43
2001,0,0,50108598.4343931,-50108598.4343931,43
2002,0,0,32524926.5109877,-32524926.5109877,43
2003,0,0,61183848.4315702,-61183848.4315702,43
2004,0,0,76280271.9680802,-76280271.9680802,43
2005,0,0,114095421.233847,-114095421.233847,43
2006,0,0,71055328.531221,-71055328.531221,43
2007,0,0,173925704.21992,-173925704.21992,43
2008,0,0,118242843.004781,-118242843.004781,43
2009,0,0,85861724.9480041,-85861724.9480041,43
2010,0,0,116044460.205488,-116044460.205488,43
2011,1269384802.93386,0,128294997.271244,-1397679800.20511,43
2012,1292080831.99779,3889699179.71493,103748180.04707,2493870167.67007,43
2013,920517072.127985,4207103133.1034,106873147.128942,3179712913.84647,43
2014,1061360222.10582,16652362565.641,126230106.011086,15464772237.5241,43
2015,836820048.298962,13167022931.8157,135116138.984205,12195086744.5326,43
2016,876448896.943033,22457446972.1743,97182201.0538521,21483815874.1775,43
2017,1418989147.40001,25552843573.0726,120315216.056736,24013539209.6158,43
2018,1340639927.53304,30214225478.3557,89798807.4848151,28783786743.3378,43
2019,1486531684.48024,32723474934.0128,93514565.4752602,31143428684.0573,43
2020,2125714606.93606,43201238492.7344,108765448.735646,40966758437.0627,43
2021,2102043717.31433,54696124607.9623,100845446.198309,52493235444.4496,43
2022,2280112080.99467,51468449817.0474,81301804.902422,49107035931.1504,43
2023,2939906314.43571,48264530586.1085,77988063,45246636208.6728,43
2000,0,0,29852923.0011034,-29852923.0011034,44
2001,0,0,50108598.4343931,-50108598.4343931,44
2002,0,0,32524926.5109877,-32524926.5109877,44
2003,0,0,61183848.4315702,-61183848.4315702,44
2004,0,0,76280271.9680802,-76280271.9680802,44
2005,0,0,114095421.233847,-114095421.233847,44
2006,0,0,71055328.531221,-71055328.531221,44
2007,0,0,173925704.21992,-173925704.21992,44
2008,0,0,118242843.004781,-118242843.004781,44
2009,0,0,85861724.9480041,-85861724.9480041,44
2010,0,0,116044460.205488,-116044460.205488,44
2011,1020476230.88075,0,128294997.271244,-1148771228.152,44
2012,1204045508.34396,3889699179.71493,103748180.04707,2581905491.32389,44
2013,1071620813.09492,4207103133.1034,106873147.128942,3028609172.87953,44
2014,1118732213.69393,16652362565.641,126230106.011086,15407400245.936,44
2015,913515705.952099,13167022931.8157,135116138.984205,12118391086.8794,44
2016,1060353322.91816,22457446972.1743,97182201.0538521,21299911448.2023,44
2017,1261126524.53861,25552843573.0726,120315216.056736,24171401832.4772,44
2018,1200087969.87519,30214225478.3557,89798807.4848151,28924338700.9957,44
2019,1380865080.34163,32723474934.0128,93514565.4752602,31249095288.1959,44
2020,2431009227.88163,43201238492.7344,108765448.735646,40661463816.1171,44
2021,2114518042.46562,54696124607.9623,100845446.198309,52480761119.2984,44
2022,1776992804.77981,51468449817.0474,81301804.902422,49610155207.3652,44
2023,2108866725.37632,48264530586.1085,77988063,46077675797.7322,44
2000,0,0,29852923.0011034,-29852923.0011034,45
2001,0,0,50108598.4343931,-50108598.4343931,45
2002,0,0,32524926.5109877,-32524926.5109877,45
2003,0,0,61183848.4315702,-61183848.4315702,45
2004,0,0,76280271.9680802,-76280271.9680802,45
2005,0,0,114095421.233847,-114095421.233847,45
2006,0,0,71055328.531221,-71055328.531221,45
2007,0,0,173925704.21992,-173925704.21992,45
2008,0,0,118242843.004781,-118242843.004781,45
2009,0,0,85861724.9480041,-85861724.9480041,45
2010,0,0,116044460.205488,-116044460.205488,45
2011,1107477888.56051,0,128294997.271244,-1235772885.83175,45
2012,1312852441.76477,3889699179.71493,103748180.04707,2473098557.90309,45
2013,838468737.225711,4207103133.1034,106873147.128942,3261761248.74874,45
2014,909075454.574245,16652362565.641,126230106.011086,15617057005.0557,45
2015,986695832.746751,13167022931.8157,135116138.984205,12045210960.0848,45
2016,904200401.7716,22457446972.1743,97182201.0538521,21456064369.3489,45
2017,1492252328.69957,25552843573.0726,120315216.056736,23940276028.3163,45
2018,1362887887.42586,30214225478.3557,89798807.4848151,28761538783.445,45
2019,1532208597.88857,32723474934.0128,93514565.4752602,31097751770.649,45
2020,2527052984.02466,43201238492.7344,108765448.735646,40565420059.9741,45
2021,2066961535.4633,54696124607.9623,100845446.198309,52528317626.3007,45
2022,1636788862.31881,51468449817.0474,81301804.902422,49750359149.8262,45
2023,2171593460.98588,48264530586.1085,77988063,46014949062.1226,45
2000,0,0,29852923.0011034,-29852923.0011034,46
2001,0,0,50108598.4343931,-50108598.4343931,46
2002,0,0,32524926.5109877,-32524926.5109877,46
2003,0,0,61183848.4315702,-61183848.4315702,46
2004,0,0,76280271.9680802,-76280271.9680802,46
2005,0,0,114095421.233847,-114095421.233847,46
2006,0,0,71055328.531221,-71055328.531221,46
2007,0,0,173925704.21992,-173925704.21992,46
2008,0,0,118242843.004781,-118242843.004781,46
2009,0,0,85861724.9480041,-85861724.9480041,46
2010,0,0,116044460.205488,-116044460.205488,46
2011,973032305.808907,0,128294997.271244,-1101327303.08015,46
2012,980485388.828256,3889699179.71493,103748180.04707,2805465610.8396,46
2013,929431830.688486,4207103133.1034,106873147.128942,3170798155.28597,46
2014,1216161238.62214,16652362565.641,126230106.011086,15309971221.0078,46
2015,944565771.303456,13167022931.8157,135116138.984205,12087341021.5281,46
2016,1040458688.31415,22457446972.1743,97182201.0538521,21319806082.8063,46
2017,1269928275.80659,25552843573.0726,120315216.056736,24162600081.2093,46
2018,1198788151.86563,30214225478.3557,89798807.4848151,28925638519.0052,46
2019,1406714391.59469,32723474934.0128,93514565.4752602,31223245976.9428,46
2020,1771982172.48195,43201238492.7344,108765448.735646,41320490871.5168,46
2021,1872240761.30614,54696124607.9623,100845446.198309,52723038400.4578,46
2022,2242777177.99431,51468449817.0474,81301804.902422,49144370834.1507,46
2023,2602904977.04855,48264530586.1085,77988063,45583637546.0599,46
2000,0,0,29852923.0011034,-29852923.0011034,47
2001,0,0,50108598.4343931,-50108598.4343931,47
2002,0,0,32524926.5109877,-32524926.5109877,47
2003,0,0,61183848.4315702,-61183848.4315702,47
2004,0,0,76280271.9680802,-76280271.9680802,47
2005,0,0,114095421.233847,-114095421.233847,47
2006,0,0,71055328.531221,-71055328.531221,47
2007,0,0,173925704.21992,-173925704.21992,47
2008,0,0,118242843.004781,-118242843.004781,47
2009,0,0,85861724.9480041,-85861724.9480041,47
2010,0,0,116044460.205488,-116044460.205488,47
2011,1196641849.89164,0,128294997.271244,-1324936847.16288,47
2012,1307339741.742,3889699179.71493,103748180.04707,2478611257.92585,47
2013,752188007.009986,4207103133.1034,106873147.128942,3348041978.96447,47
2014,1403244867.34531,16652362565.641,126230106.011086,15122887592.2846,47
2015,936387590.735648,13167022931.8157,135116138.984205,12095519202.0959,47
2016,991436728.005836,22457446972.1743,97182201.0538521,21368828043.1146,47
2017,1392097765.66759,25552843573.0726,120315216.056736,24040430591.3482,47
2018,1221786861.27774,30214225478.3557,89798807.4848151,28902639809.5931,47
2019,1161224697.79613,32723474934.0128,93514565.4752602,31468735670.7414,47
2020,2216419834.93681,43201238492.7344,108765448.735646,40876053209.0619,47
2021,2281329462.62117,54696124607.9623,100845446.198309,52313949699.1428,47
2022,2247144734.0348,51468449817.0474,81301804.902422,49140003278.1102,47
2023,2006237183.15792,48264530586.1085,77988063,46180305339.9506,47
2000,0,0,29852923.0011034,-29852923.0011034,48
2001,0,0,50108598.4343931,-50108598.4343931,48
2002,0,0,32524926.5109877,-32524926.5109877,48
2003,0,0,61183848.4315702,-61183848.4315702,48
2004,0,0,76280271.9680802,-76280271.9680802,48
2005,0,0,114095421.233847,-114095421.233847,48
2006,0,0,71055328.531221,-71055328.531221,48
2007,0,0,173925704.21992,-173925704.21992,48
2008,0,0,118242843.004781,-118242843.004781,48
2009,0,0,85861724.9480041,-85861724.9480041,48
2010,0,0,116044460.205488,-116044460.205488,48
2011,927313559.20967,0,128294997.271244,-1055608556.48091,48
2012,1109267272.53498,3889699179.71493,103748180.04707,2676683727.13288,48
2013,1003967447.3637,4207103133.1034,106873147.128942,3096262538.61075,48
2014,1053821659.1918,16652362565.641,126230106.011086,15472310800.4381,48
2015,904898507.872536,13167022931.8157,135116138.984205,12127008284.959,48
2016,954992056.354982,22457446972.1743,97182201.0538521,21405272714.7655,48
2017,1481608096.24509,25552843573.0726,120315216.056736,23950920260.7708,48
2018,1297199033.88011,30214225478.3557,89798807.4848151,28827227636.9907,48
2019,1363896868.63076,32723474934.0128,93514565.4752602,31266063499.9068,48
2020,1955431992.37233,43201238492.7344,108765448.735646,41137041051.6264,48
2021,2114683718.50613,54696124607.9623,100845446.198309,52480595443.2578,48
2022,1997568736.0221,51468449817.0474,81301804.902422,49389579276.1229,48
2023,2570412315.4881,48264530586.1085,77988063,45616130207.6204,48
2000,0,0,29852923.0011034,-29852923.0011034,49
2001,0,0,50108598.4343931,-50108598.4343931,49
2002,0,0,32524926.5109877,-32524926.5109877,49
2003,0,0,61183848.4315702,-61183848.4315702,49
2004,0,0,76280271.9680802,-76280271.9680802,49
2005,0,0,114095421.233847,-114095421.233847,49
2006,0,0,71055328.531221,-71055328.531221,49
2007,0,0,173925704.21992,-173925704.21992,49
2008,0,0,118242843.004781,-118242843.004781,49
2009,0,0,85861724.9480041,-85861724.9480041,49
2010,0,0,116044460.205488,-116044460.205488,49
2011,1186788655.15211,0,128294997.271244,-1315083652.42335,49
2012,1259113125.70742,3889699179.71493,103748180.04707,2526837873.96043,49
2013,974109758.736739,4207103133.1034,106873147.128942,3126120227.23771,49
2014,1043198061.62243,16652362565.641,126230106.011086,15482934398.0075,49
2015,920406090.640924,13167022931.8157,135116138.984205,12111500702.1906,49
2016,1209941775.7449,22457446972.1743,97182201.0538521,21150322995.3756,49
2017,1363124350.22762,25552843573.0726,120315216.056736,24069404006.7882,49
2018,1328778032.2854,30214225478.3557,89798807.4848151,28795648638.5855,49
2019,1492557503.37227,32723474934.0128,93514565.4752602,31137402865.1652,49
