"run_id","code","health_systems_costs","monetized_dalys_averted","dalys_averted"
10,"IND",519692315.218077,4166695279.94088,1034210.82712131
10,"KHM",319831.611428926,771789.788195138,191.56508973807
10,"MDG",75170025.742984,2827178903.28353,701730.948759527
10,"MLI",642829109.195374,13851314286.9697,3438019.39978853
10,"MMR",1619279.98124869,2376622.31666862,589.898796705784
10,"MOZ",531649539.609849,16934526024.0629,4203299.97505885
10,"MWI",136926035.598445,2369434834.06672,588114.799598433
10,"NER",403265432.226575,14110557910.7145,3502365.97291803
10,"NGA",8094893146.26366,113135623953.678,28081268.0949586
10,"NIC",84161.902732562,111059.882088738,27.5660505024062
10,"PAK",11669626.2731895,11880621.009992,2948.875801072
10,"PER",708657.862205712,357535.933535208,88.7435986325069
10,"PNG",8768002.80197584,11814649.7074444,2932.50113703009
10,"RWA",152182594.173713,3227650552.37237,801131.573863238
10,"SLB",1172572.89550984,1120108.73956263,278.020951420595
10,"TZA",651717274.368305,13761740308.3285,3415786.34161771
10,"UGA",1061346992.19032,21450438588.6285,5324189.63816689
10,"VEN",6835769.87512434,2501365.17907772,620.861084620305
10,"YEM",4375642.88386127,7610142.9128678,1888.90515568012
11,"AFG",1015594.25862692,3615718.8059306,897.453565880295
11,"AGO",1514754054.33677,13343686299.5804,3312021.61846884
11,"BEN",310161581.227264,7926255464.38368,1967367.10247535
11,"BFA",725114597.52216,14262008046.4322,3539957.24360257
11,"BGD",63079.92480806,111639.123792078,27.7098234449582
11,"BRA",709032.736017477,1468197.95306894,364.419790122685
11,"CIV",939815741.807583,13716705998.6561,3404608.42542131
11,"CMR",813784548.450869,12111557584.8726,3006196.31291015
11,"COD",1116033080.59567,55192606044.589,13699295.703996
11,"COL",3857312.62614082,920394.953334239,228.450213421794
11,"ETH",450480062.672225,7289158339.63901,1809233.92976392
11,"GHA",803787497.157085,12895020162.1306,3200658.69271156
11,"GIN",165781070.577775,3870005539.12022,960569.794687347
11,"GUY",164137.834961239,154011.8278924,38.2271054660188
11,"HTI",90315.246160509,196334.5394715,48.7319788986779
11,"IDN",11792925.3198055,7347957.62044583,1823.82843422171
11,"IND",512946846.505818,4166695279.94088,1034210.82712131
11,"KHM",331589.894345001,771789.788195138,191.56508973807
11,"MDG",73680570.7114999,2827178903.28353,701730.948759527
11,"MLI",633395592.466351,13851314286.9697,3438019.39978853
11,"MMR",1671057.13340253,2376622.31666862,589.898796705784
11,"MOZ",599382864.497018,16934526024.0629,4203299.97505885
11,"MWI",119027051.577212,2369434834.06672,588114.799598433
11,"NER",422896409.55375,14110557910.7145,3502365.97291803
11,"NGA",7920965540.54103,113135623953.678,28081268.0949586
11,"NIC",95953.8402579794,111059.882088738,27.5660505024062
11,"PAK",12416457.4994879,11880621.009992,2948.875801072
11,"PER",687142.321654179,357535.933535208,88.7435986325069
11,"PNG",9442603.68176925,11814649.7074444,2932.50113703009
11,"RWA",135071344.425564,3227650552.37237,801131.573863238
11,"SLB",988347.113070171,1120108.73956263,278.020951420595
11,"TZA",642223873.216806,13761740308.3285,3415786.34161771
11,"UGA",1022368085.4007,21450438588.6285,5324189.63816689
