"country","year","region","sub_region","distribution","treatment","dalys_averted","doses","daly","dalys_averted_country","dalys_monetized_1","doses_country","mode_sub_region_t","mini_t_price_sub_region","maxi_t_price_sub_region","mode_region_t","mini_t_price_region","maxi_t_price_region","mode_country_t","mini_t_price_country","maxi_t_price_country","mode_global_t","mini_t_price_global","maxi_t_price_global","n_t_cost","n_rdt","mode_country_rdt","mini_rdt_price_country","maxi_rdt_price_country","mode_sub_region_rdt","mini_rdt_price_sub_region","maxi_rdt_price_sub_region","mode_region_rdt","mini_rdt_price_region","maxi_rdt_price_region","mode_global_rdt","mini_rdt_price_global","maxi_rdt_price_global","average_model_prediction","average_mean_value_from_sample","average_high_95_unc_interval","average_low_95_unc_interval","average_sd","mode_country_rdt_imputed","mini_rdt_price_country_imputed","maxi_rdt_price_country_imputed","mode_country_t_imputed","mini_t_price_country_imputed","maxi_t_price_country_imputed"
"Afghanistan",2014,"Asia","Southern Asia",0.0187405780945307,"AS-PYR",0,0,2110,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.05421854203295,1.00800541594076,1.05421854203295,0.441526682409444,0.441526682409444,1.05421854203295,0.441526682409444,0.223706852420785,1.90548198571836,0.529832018891333,0.156006094451337,1.90548198571836,2.17788607468796,2.10588984081398,6.40766481478442,0.431977403243893,1.56591808675911,1.05421854203295,1.00800541594076,1.05421854203295,NA,NA,NA
"Afghanistan",2022,"Asia","Southern Asia",0.0319749529535197,"AS-PYR",656460.588261158,3224856,11670,20990.2964254904,244956759.285473,103114.618881876,NA,NA,NA,0.2271,0.2271,0.2271,0.2271,0.2271,0.2271,NA,NA,NA,NA,NA,0.33,0.23,0.8278,NA,NA,NA,0.33,0.23,0.8278,0.3,0.032,0.9,2.17788607468796,2.10588984081398,6.40766481478442,0.431977403243893,1.56591808675911,0.33,0.23,0.8278,0.2271,0.2271,0.2271
"Bangladesh",2016,"Asia","Southern Asia",0.00174125197233777,"AS-PYR",0,0,4770,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.286452593891127,0.286452593891127,0.286452593891127,0.626376338641931,0.192059643904146,0.818435982546077,0.463780390109443,0.192059643904146,1.43226296945563,0.463780390109443,0.192059643904146,1.43226296945563,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.286452593891127,0.286452593891127,0.286452593891127,NA,NA,NA
"Bangladesh",2019,"Asia","Southern Asia",0.00200943035274781,"AS-PYR",118066.400853704,580000,5930,237.246209515122,1406870.02242467,1165.46960459373,NA,NA,NA,0.268261843055776,0.268261843055776,0.268261843055776,0.268261843055776,0.268261843055776,0.268261843055776,NA,NA,NA,NA,NA,0.447888841657271,0.247517517757966,1.28190501101697,NA,NA,NA,0.447888841657271,0.247517517757966,1.28190501101697,0.447888841657271,0.00942923877173203,1.28190501101697,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.447888841657271,0.247517517757966,1.28190501101697,0.268261843055776,0.268261843055776,0.268261843055776
"Bangladesh",2015,"Asia","Southern Asia",0.00270738511651376,"AS-PYR",0,0,4450,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.492235363132614,0.492235363132614,0.492235363132614,0.421916025542241,0.337532820433793,1.00894185574668,0.576618568241062,0.309405085397643,2.1095801277112,0.267213482843419,0.236554251654016,2.1095801277112,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.492235363132614,0.492235363132614,0.492235363132614,NA,NA,NA
"Bangladesh",2011,"Asia","Southern Asia",0.00249351021825408,"AS-PYR",0,0,3330,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18677378863064,0.824549788796419,1.46196771063195,NA,NA,NA,1.18677378863064,0.824549788796419,1.46196771063195,1.7887604930085,0.564147540102682,2.93821110596772,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,1.18677378863064,0.824549788796419,1.46196771063195,NA,NA,NA
"Bangladesh",2014,"Asia","Southern Asia",0.00389172554109748,"AS-PYR",0,0,4220,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.441526682409444,0.441526682409444,0.441526682409444,0.441526682409444,0.441526682409444,1.05421854203295,0.441526682409444,0.223706852420785,1.90548198571836,0.529832018891333,0.156006094451337,1.90548198571836,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.441526682409444,0.441526682409444,0.441526682409444,NA,NA,NA
"Bangladesh",2017,"Asia","Southern Asia",0.00221844276645956,"AS-PYR",0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.300686985028924,0.300686985028924,0.300686985028924,0.286959970494995,0.286959970494995,0.784400830510238,0.549080581357166,0.286959970494995,1.50604959457966,0.228783575565486,0.0117660124576536,1.50604959457966,5.21972695586371,5.09373354658424,15.2812006397527,1.07994350810973,4.06778721388,0.300686985028924,0.300686985028924,0.300686985028924,NA,NA,NA
"Brazil",2013,"Americas","Latin America and the Caribbean",0.011200739769315,"AS-PYR",0,0,15320,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769323450208255,0.153864690041651,1.78329175758274,NA,NA,NA,0.769323450208255,0.153864690041651,1.78329175758274,0.538526415145779,0.153864690041651,1.78329175758274,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.769323450208255,0.153864690041651,1.78329175758274,NA,NA,NA
"Brazil",2022,"Americas","Latin America and the Caribbean",0.0166536213299582,"AS-PYR",656460.588261158,3224856,17260,10932.4460549429,188694018.908315,53705.5306676437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.65,0.9,NA,NA,NA,0.7,0.65,0.9,0.3,0.032,0.9,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.7,0.65,0.9,NA,NA,NA
"Brazil",2016,"Americas","Latin America and the Caribbean",0.00726996514632607,"AS-PYR",0,0,13910,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477420989818545,0.300093193600228,0.477420989818545,NA,NA,NA,0.477420989818545,0.300093193600228,0.477420989818545,0.463780390109443,0.192059643904146,1.43226296945563,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.477420989818545,0.300093193600228,0.477420989818545,NA,NA,NA
"Brazil",2020,"Americas","Latin America and the Caribbean",0.0189742808926597,"AS-PYR",234097.174106481,1150000,14590,4441.82553767424,64806234.5946671,21820.4230265586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3979283724504,0.19514227530336,0.8430685857,NA,NA,NA,0.3979283724504,0.19514227530336,0.8430685857,0.16861371714,0.0089927315808,0.8857840607088,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.3979283724504,0.19514227530336,0.8430685857,NA,NA,NA
"Brazil",2017,"Americas","Latin America and the Caribbean",0.0147035146520321,"AS-PYR",0,0,14210,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274540290678583,0.274540290678583,0.522933887006825,NA,NA,NA,0.274540290678583,0.274540290678583,0.522933887006825,0.228783575565486,0.0117660124576536,1.50604959457966,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.274540290678583,0.274540290678583,0.522933887006825,NA,NA,NA
"Brazil",2018,"Americas","Latin America and the Caribbean",0.0178146167084827,"AS-PYR",10178.1380046296,50000,14550,181.319627358517,2638200.57806643,890.730835424133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472397319072757,0.261061676329682,1.21828782287185,NA,NA,NA,0.472397319072757,0.261061676329682,1.21828782287185,0.472397319072757,0.161858239324403,1.66184404246437,5.79569682685557,5.88569211919805,18.413036813271,1.16993880045221,4.64375708487186,0.472397319072757,0.261061676329682,1.21828782287185,NA,NA,NA
