code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18448.55264,19567.25333,20609.24068,21569.25027,23012.11229,24344.30047,26816.31384,28603.36705,28198.43177,30573.73422,36986.4942,37833.48041,38056.24043,38684.70968,42672.93753,47966.86401,54369.17665,56181.30457,62072.75399,55618.63376,58219.61435,62460.09082,65774.35207,67377.92623,66332.46144,60754.18169,59280.1992,64589.55592,70253.84637,70939.60552,67110.60457,88903.80103,122516.2436,100667.5293
NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.5541091,888.9148212,920.1815086,951.9103708,1026.083701,1058.207476,1110.221927,1161.981761,1186.924856,1233.661411,1316.829409,1388.470454,1390.43707,1453.183658,1542.449476,1627.839156,1717.786118,1809.323712,1942.152997,2028.957408,2139.227494,2247.997429,2465.834694,2658.021969,2901.197521,2957.305591,2976.125137,3604.708259,3956.124611,4260.673732,4235.574623,4546.2297,5102.992311,5393.620902
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16442.82683,13451.42302,11324.28177,9646.291909,9438.655483,8848.565904,7927.913087,7332.469374,6540.170662,6203.760194,5920.353044,5665.539254,5204.537539,5334.567731,5241.126503,5392.131155,6030.364261,4826.375803,5928.485821,5623.977627,5667.939681,6581.543598,8260.605046,8500.65455,9858.203338,10020.37775,10371.3963,9770.049045,9740.428512,10639.5058,10941.66367,12196.64515,13356.204,13831.81197
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14871.4551,14560.45005,14937.45431,15964.25624,17111.15052,17885.35371,18441.63455,19127.30041,19319.98356,20579.36592,21500.62929,22521.04094,23306.27954,23987.36889,25096.68588,25677.41908,27744.06172,29353.50063,29827.14255,30682.95388,31214.05109,32702.14615,32989.36816,36243.24397,37297.81348,37552.7373,39946.23443,42206.92342,42499.37793,45163.69643,45283.46805,47950.85358,53070.99321,53480.77183
OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16675.37725,17288.10971,17901.49295,18377.06946,19190.83861,19962.6847,20843.22194,21790.15711,22375.13204,23249.98405,24685.36076,25459.75006,26244.95168,27029.47373,28466.94,29816.16404,31811.00182,33376.30337,34247.93315,33312.15341,34584.40535,36043.67924,37021.77272,38356.29965,39494.35116,40644.45914,42028.49985,43656.24297,45334.43988,47346.33103,46412.66616,50731.46019,56235.03882,58408.60498
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26904.00221,28108.66144,29772.90442,30986.52626,31924.7751,33598.33315,34660.62481,36808.93479,36665.64185,36791.57668,39443.26074,41679.01509,41511.02853,40934.69572,42141.6369,43672.52032,46091.18223,48626.92204,52841.18895,55127.46777,55667.46878,52393.31358,49989.44251,47013.47309,44235.83363,36058.16661,33333.86359,33619.4989,37780.33083,37250.61108,35163.32818,38719.45877,43244.37714,42519.70499
OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8158.706233,8484.451067,8563.862697,9001.558515,9284.748136,9790.948257,10134.39684,10733.80463,10978.8505,11401.6175,12265.11451,12743.53923,13190.99497,13860.04726,14677.26142,15542.84253,16861.33061,18111.16521,18815.1442,18348.95042,18889.10469,19848.51395,20600.74554,20923.13541,21238.84989,20655.22297,21555.42098,23047.43139,24152.00272,26062.54131,24691.67971,26928.19036,29884.7204,31093.65362
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.26267,1991.579641,2132.019417,2160.189667,2223.514284,2314.907985,2400.634517,2398.013575,2419.077854,2474.816477,2565.199588,2643.766275,2687.829936,2821.73137,3048.357091,3292.602233,3514.813652,3672.185275,3721.332936,3777.090986,3785.701135,3879.597769,4046.598488,4173.938586,4312.9907,4480.263135,4630.731507,4789.536466,4979.373496,5037.534016,5048.021306,5367.273647,5920.274307,6036.650769
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136.526064,5688.366859,6164.733705,6518.340802,6707.615246,6827.518618,6420.512571,6894.69106,7407.549865,7748.83599,8097.295783,8197.15763,8370.303371,8800.566641,9591.602883,10511.02203,11684.55503,13332.86611,14705.37145,14765.73802,15572.57872,17473.76514,19473.25148,21923.67509,24376.08087,27245.27885,30276.70884,33533.32601,32463.54036,33239.73323,27017.00337,30932.76278,36245.14566,39803.31895
PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366.656961,3483.538981,3472.230659,3666.233189,4123.041876,4434.672452,4555.769595,4844.098199,4791.405702,4847.398267,5011.945407,5086.422478,5382.566413,5656.858161,6037.520251,6559.5433,7213.59606,7982.050084,8820.13901,8916.595775,9713.358633,10462.57704,10757.15222,11290.55474,11517.73717,11600.3874,12066.54607,12591.85629,13078.23235,13563.53729,12563.30381,15282.27364,16657.48972,16974.242
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607.965745,2620.704377,2628.587545,2684.276594,2799.779882,2925.961014,3082.30966,3221.39171,3160.364748,3228.75117,3365.55833,3468.898883,3580.382455,3761.496246,4037.171938,4289.052237,4578.706309,4923.197186,5144.335782,5157.278251,5489.235435,5705.435912,6094.268374,6372.833821,6688.739612,6894.267022,7382.667584,7773.798536,8357.743579,8924.101164,8238.36802,8857.789951,10131.34637,10988.63004
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9604.250293,10179.26957,9516.364564,8343.80407,8927.051867,9857.84874,10794.1725,10951.23236,11042.11866,10382.36237,10191.71065,10998.82476,11639.22092,11395.29308,12063.86012,12867.53608,13400.75061,14216.3761,13905.27355,13183.26285,13448.93386,14682.76678,15410.46665,15297.61913,16244.77747,17685.06285,17747.60824,17461.78241,17879.4531,18227.26762,17367.2697,15663.1744,16581.02109,17531.69842
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703.235708,1868.818271,2100.461901,2450.955876,2557.718638,2435.650412,2578.192203,2432.071614,2284.933581,2279.546543,2195.957833,2167.758886,2125.387201,2141.940887,2186.540082,2321.909162,2443.802252,2622.374687,2583.480943,2692.435093,2911.892032,2918.543918,3025.855996,3109.895372,3499.548467,3669.738716,3812.710351,3923.171977,3909.91573,4059.828602,3899.577192,3976.9038,4419.619272,4632.979794
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180.985688,5920.677521,6188.891198,6555.735906,7035.257484,7709.490211,8307.205672,8965.018894,9520.081918,10080.68804,10718.91054,11176.4716,11841.26841,12330.47271,13414.85739,13935.55731,15208.12662,16833.85226,18372.37645,19290.12047,20993.24956,22808.50553,23728.14568,24433.89143,25459.73923,26995.34087,28359.69273,30170.2819,32345.10661,35882.36551,36714.16867,41022.51263,46038.66798,46450.10679
PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.349877,1483.79726,1523.743878,1526.931,1512.975265,1546.546168,1624.89436,1728.905554,1842.847743,1911.782004,2022.199335,2093.482739,2160.218113,2078.168585,2351.016092,2489.653041,2648.441963,2802.324553,2953.981576,3018.922073,3158.777798,3265.853543,3330.378902,3472.896736,3566.161615,3393.182414,3391.135324,3487.216103,3671.27888,3831.978166,3710.044826,3984.217836,4334.170396,4466.383555
PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13409.93693,14082.92546,14964.35441,15896.11737,16758.75013,17723.98283,18260.0499,19301.20354,20479.5638,21779.45008,22938.03023,24881.97738,25467.36071,25967.78147,28993.07351,29350.30605,29955.58127,30587.99904,30782.45394,30533.6809,30933.21657,31824.15484,32312.00721,32623.92785,32850.54176,32899.94215,32944.02359,32686.46159,34733.99555,37453.78841,36858.97918,40559.69857,45596.85306,47717.51297
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11771.91632,12730.94517,13173.16863,13193.73392,13568.92172,14396.84233,14916.44483,15785.79165,16686.94267,17718.15157,18879.05821,19530.67853,20356.6473,20852.24043,21478.42973,22725.27749,24682.56462,25738.93691,26665.8373,26458.1097,27295.10356,26803.23369,26476.21828,27966.08743,28764.5255,29615.95609,31589.26956,32970.83954,34896.79934,37865.56036,35966.7128,38622.79464,44519.86463,47208.84323
PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5636.78807,5872.940329,5951.800798,6233.76114,6542.408177,6966.447733,7040.019164,7298.842318,7226.700957,7079.866492,6937.17672,6916.493307,6924.183349,7275.93316,7685.658148,8006.709782,8560.739251,9178.944216,9867.396953,9801.649331,10893.31492,11441.76368,10954.32516,12137.00819,12607.07216,12679.05748,13329.13734,13977.34278,14139.09313,14149.59852,14308.87877,15406.16706,16347.0435,17516.79847
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.108242,2301.801075,2268.51947,2530.239161,2851.633099,3052.456558,2782.513885,2515.154529,2178.863065,2469.379804,3013.73942,3371.90248,3354.428466,3485.612718,3713.132159,3950.279783,4120.860663,4494.731323,5214.648654,5287.847461,5381.63691,5769.982366,6062.232748,6106.64574,6215.816473,6508.448351,5956.286201,5663.121607,6163.248978,5896.710829
PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816.693179,2837.263582,3004.609968,3091.736798,3262.605005,3419.595411,3555.20245,3510.372658,3544.842759,3730.034545,3706.974495,3787.309013,3889.339723,3983.186075,4214.41699,4384.147201,4566.403464,4632.758072,4756.976477,4701.219861,4870.088087,5079.46771,5277.87238,5533.164828,6182.512099,6572.789964,6719.037731,7034.813147,7174.35117,7198.701809,6388.176874,6219.028478,7361.508756,8000.818605
PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18052.00677,18709.1772,19327.05096,19834.31795,20711.39941,21579.61851,22490.26862,23482.22236,24277.84083,25339.58517,26939.71782,27912.86026,28869.1853,29821.39513,31441.50833,32983.15854,35120.74575,36855.02594,37795.27439,36740.1789,38087.26712,39542.13613,40585.29906,42100.24983,43222.72724,44345.79069,45850.91667,47691.94844,49709.02412,52125.46767,51165.86738,56072.65683,61641.58529,64300.86772
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55658.83704,54758.67347,60386.97919,59124.92537,59415.31324,60321.06115,62331.31616,79218.96393,84486.17034,84690.02174,88848.62703,89804.86027,93176.4527,94120.28807,110957.7354,115250.3059,127180.6038,124055.5787,126014.9189,125897.5197,151646.2174,174619.9114,180939.4258,169203.2611,148389.109,102545.9396,89934.69201,99358.34033,110032.7132,107502.4698,82149.35737,116832.5703,122920.4988,128918.5493
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.759253,4791.940873,4512.028805,4695.982395,4992.088957,5425.430044,5743.526491,5563.063837,5544.282916,5596.467727,5848.840986,6520.601053,7162.317314,7560.372298,8990.537276,9602.140134,11556.56925,13703.18955,16782.11664,16632.13177,17356.65886,18803.91625,19807.45796,19678.1283,20633.00931,21630.4079,23905.18822,26943.36772,29586.61687,33638.6966,34386.17739,37698.35811,42182.57281,45658.66144
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.789063,7857.85498,6862.414551,6419.536621,5734.421875,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22789.54297,24273.51758,26019.72656,25688.22656,23994.01367,24012.40234,25777.9043,28628.5625,30963.85352,31490.80469,38938.49609,40991.61719,44120.14453
RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.8163132,541.9657692,574.9312161,520.649889,310.8676174,513.7631979,498.8819783,499.807343,527.9742519,554.2057727,609.2658555,669.8754363,759.6626129,774.5082373,832.2797193,914.2273664,1002.289494,1078.938852,1190.75758,1240.549726,1314.135595,1412.907522,1454.525079,1512.241713,1677.568697,1780.741716,1866.389685,1967.942866,2125.495227,2336.039673,2284.898898,2731.090153,3095.918641,3396.155325
SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.372078,1301.823632,1377.180248,1437.78282,1522.528755,1626.513943,1731.832959,1789.613583,1870.769717,2001.426006,2088.885746,2187.640583,2261.435998,2428.242769,2635.778208,2877.594053,3141.258742,3404.074131,3528.530628,3742.798765,4009.742421,4236.801101,4584.118241,4781.898032,4966.307359,5189.084269,5528.015779,5847.839617,6360.878757,6744.926662,6640.34653,7561.392538,8538.424167,9366.424202
SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46257.53411,49341.67103,50402.6035,49549.632,48949.41217,48097.42722,48614.67414,48841.39766,48913.03299,47539.15861,48689.19788,47425.20562,45508.62565,48123.17597,51273.31916,53598.36503,54689.9662,55081.42524,57289.69034,54838.70276,58883.84925,63745.91473,64162.53583,60918.74024,60944.58405,52069.64324,48250.51101,51237.79694,56700.06496,56188.19518,45434.47165,55768.23552,61440.76529,61102.91537
SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.993286,1598.869019,1709.705444,1793.81897,1805.203491,1902.430054,2005.609619,2358.260986,2427.795654,2475.06665,2616.4646,2769.422852,2898.138672,3058.10376,3215.236328,3407.351807,3637.32666,3836.489014,3937.526855,3731.614746,3805.627441,4112.21875,3710.376953,3724.959961,4260.571777,4217.010254,4470.35498,4252.421387,4199.250488,3914.225586,3348.578369,3248.975586,3355.378174,2740.421143
SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.077291,1560.859684,1572.890094,1587.776527,1578.094605,1656.26725,1679.114941,1719.047998,1798.392,1893.032837,1963.275099,2043.852895,2026.777824,2130.507975,2236.29401,2350.20037,2422.097618,2499.315829,2580.719492,2605.722803,2662.504866,2684.949897,2764.261307,2768.768187,2853.804563,2994.280327,3101.123485,3234.361582,3380.215965,3647.951374,3752.919475,4173.677414,4529.148863,4791.44862
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23815.15973,25530.3667,27021.84088,30062.13917,33057.5377,35090.06875,36872.70359,39286.43216,37559.61216,39948.78013,43781.26915,43109.06419,45083.25299,48778.29833,54383.80623,58821.69346,64060.5686,68804.98321,67735.34808,66212.96256,75400.5558,80052.3915,82107.72709,83088.31854,84555.24461,87156.18738,89735.16606,95628.24099,103899.6789,105542.4136,101612.0903,131864.0923,141913.2773,141553.473
SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.288496,1345.82244,1505.203729,1555.55102,1667.65156,1820.513835,1830.051989,1792.692829,1785.438492,1754.07161,1502.900891,1387.20798,1343.750896,1433.107714,1556.478409,1693.181842,1786.146441,1868.761071,1989.02116,2021.459146,2182.216008,2306.275067,2320.44909,2394.47004,2377.380531,2353.787282,2421.19012,2454.044223,2493.977692,2511.997887,2405.302562,2518.421624,2697.440432,2812.375764
SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.734892,1289.210599,1088.36708,1131.989063,1129.304715,1059.205271,1092.278133,1032.412068,1052.244161,1040.620967,1107.90477,1000.125362,1213.018249,1300.329144,1374.545435,1440.104059,1514.310669,1642.920246,1722.061027,1740.769187,1828.427998,1927.341438,2236.45795,2770.692125,2819.296908,2508.487131,2616.87431,2531.31209,2640.475668,2704.058357,2719.189568,2848.705977,3143.211251,3367.51026
SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856.338347,2945.048638,3171.425335,3390.367812,3590.865156,3807.726038,3879.842698,4043.2305,4171.275786,4297.561292,4422.445106,4542.925872,4671.553028,4828.702971,4997.593853,5291.669623,5694.523309,5949.426406,6174.691551,6062.67572,6247.914527,6593.678068,6708.390322,7092.588521,7503.711058,7933.736979,8455.616148,8965.218909,9203.762163,9756.752186,9392.689138,10809.7134,11858.07806,12657.03406
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44426.47544,47679.14662,52063.9463,53713.44833,57251.79559,57583.90694,60223.91285,61113.90187,63738.57387,67434.156,71744.052,71723.62422,61969.82854,58926.14037,56239.95927,51274.21548,50770.36732,52909.22241,52247.20783,53033.05634,52463.41964,54460.90583,57444.11936,55206.58123,64745.13168,75941.48991,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.9821803,469.0717958,460.5769607,476.6386571,380.2753569,389.4317367,413.1852812,410.594586,424.6008564,443.8031869,467.0609221,491.52733,517.4752061,547.3741548,580.2849555,619.1582984,659.1375805,700.174058,739.2094693,773.7808622,815.131436,881.3831131,1002.932266,944.4045697,1127.71922,1341.389992,1468.504389,1596.814094,1551.614616,1548.097928,1454.333481,1392.464262,1486.757659,1556.523091
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021.094933,5432.564293,6038.651604,6458.942134,5895.287442,6414.340959,6803.49185,7562.72725,8023.956583,8716.29241,9397.618528,10465.56308,11685.82205,13122.50307,13031.21452,13321.50669,14298.32378,14506.17927,15246.98912,15296.17628,15550.51335,16455.41494,17285.47886,18469.06313,20587.29784,21013.09525,23385.19999,26220.32474,28674.13374
SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.809667,1792.825988,1780.533914,1763.829554,1772.439172,1824.297948,1902.463415,1967.800084,1987.937763,2010.007587,2073.446604,2152.863257,2259.134909,2337.179196,2489.608568,2649.592177,2819.626197,2991.259072,3122.395386,3147.079305,3280.928985,3401.299788,3399.826628,3537.214671,3700.697609,3697.455706,3730.197721,3847.377576,3869.500149,4029.477858,3957.165899,4226.337162,4582.226849,4763.522781
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887.374159,2911.042973,2948.050015,2718.048479,1417.385664,1916.853559,1372.756185,1154.886863,,,,,,,,
SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.767699,1793.825351,1781.62376,1765.014537,1773.580839,1825.434193,1903.716929,1969.216387,1989.368205,2011.446945,2074.947007,2154.312632,2260.571343,2338.50353,2490.876796,2650.994469,2821.176883,2992.961696,3124.013241,3148.614029,3282.503829,3403.046925,3401.588769,3538.968965,3702.645413,3699.435812,3732.45374,3849.757031,3871.961405,4032.065927,3959.448309,4228.467669,4584.761596,4766.178927
SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7317.626239,7582.426154,7683.32046,8030.126713,8315.659206,8738.453965,9068.371631,9544.576533,9770.261255,10145.64925,10812.92422,11209.63421,11593.96515,12140.0781,12841.84621,13586.36117,14693.72595,15721.03707,16292.45987,15918.60929,16367.65666,17145.96414,17737.71844,18054.68233,18420.16608,18085.64456,18717.52857,19996.53837,20889.3882,22409.08468,21055.49136,23089.27783,26402.39961,28125.81842
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504.39524,1539.928255,1556.172303,1581.485693,1622.619327,1662.67844,1692.579514,1714.387682,1753.904945,1801.548614,1830.366299,1897.874111,1944.998385,2093.504934,2170.941219,2329.01423,2550.59554,2650.103876,2801.835793,2845.735894,2858.568991,2914.212857,2694.657265,2945.736643,3233.356881,3171.509058,3319.542617,3436.310101,3941.032809,4655.484964,5144.535603,5732.694561,6033.681172,6149.981461
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6492.700495,6851.644616,6992.412606,6650.481846,6973.159469,6999.533875,7047.637076,7421.594154,7520.861783,7367.331915,7535.452942,7865.102623,8045.759827,8551.637428,9388.818908,10013.91961,10802.54818,11530.15655,12097.34912,12392.93336,13039.44912,13926.22262,15184.92547,16172.6962,16597.58535,16543.57431,14475.30696,17567.68024,17855.47871,19771.54739,16946.89424,18458.235,20078.83655,21135.54564
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8632.672906,7618.053756,7265.583707,7564.174481,8172.848585,8806.029307,9496.042447,10134.72363,10665.70894,10725.6434,11367.56959,12368.65821,13291.78647,14090.07279,15167.92553,16570.25742,18909.77617,21233.03735,23714.13536,23065.37548,25384.49114,26201.65028,27022.77473,28075.43262,29108.07218,30156.0271,29867.98034,30245.78259,31509.81873,33985.67584,35327.94392,38321.41943,41077.16854,43512.56157
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13481.83037,12689.39088,12287.47737,12967.26681,13965.88404,13628.19808,14279.02103,15253.30505,15992.44359,17006.74265,17887.77974,18765.44811,20004.2991,20918.24326,22590.79213,23682.37108,25576.51932,27469.0413,29460.94142,27214.46531,27582.49774,28715.634,28786.71055,29634.06576,30571.9753,31344.62897,33575.17754,36180.03845,38620.20454,42373.25064,41767.25799,45872.66339,51036.22089,53812.71449
SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20381.8091,20688.10335,20792.10413,20724.55617,21842.94471,23068.85863,23942.84843,24811.03004,25895.35203,27496.43984,29629.89865,29949.21545,30987.26749,31791.57777,33809.3855,34198.38646,37679.72054,40814.29165,41906.69902,40073.14815,41956.12901,44332.52174,45206.98644,46098.23214,46841.40197,48785.15519,50289.76871,51474.11991,53122.43868,57046.44631,57489.26572,62675.06345,66319.84418,67024.36082
SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.333511,3218.064519,3270.721539,3353.079669,3507.273177,3756.620322,3894.481941,4016.418238,4114.117369,4249.080027,4376.67216,4480.903151,4712.297042,4957.820156,5243.886462,5701.588794,6198.50007,6610.593611,6747.630568,6851.440991,7155.724137,7426.173323,7675.742114,8148.048654,8298.349416,8326.565673,8446.769807,8536.024419,8564.155572,9203.851751,9264.048585,9846.20708,10434.48135,11245.14915
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36454.08824,37736.40568,39730.54673,35520.51387,36178.18702,43514.23654,44587.59115,44845.10687,44479.29671,41653.2009,45715.69705,38901.48676,40507.06724,47005.46922,49826.11463
SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8954.94515,9387.464913,10242.98868,11019.56602,10691.77248,10808.81002,11930.79889,13457.57682,13674.54811,13852.8795,14637.95907,14614.83299,14569.62565,14141.723,14160.40717,15846.0514,17503.1965,19473.42068,18880.57486,18453.44107,18981.65865,21780.70756,22263.82216,22487.24977,24984.52692,25435.22899,28811.39703,30674.64873,32091.29887,34219.06137,31055.94421,29979.82727,30575.57051,32705.94431
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265.070294,3455.89227,3502.175115,3737.657518,4592.838601,4772.461677,
TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22974.06495,20614.34505,20907.68453,22460.91169,24012.87258,25578.22197,25851.00861,26752.96386,26752.40008,16473.45383,21192.48236,23793.36228,24755.8063
TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.3912866,752.248836,796.4331651,671.2115586,737.8611068,729.7688801,726.6764695,754.4984217,788.4211045,766.7034956,750.7517196,828.7192127,881.8031747,991.184117,1300.871323,1512.007434,1513.304906,1550.801222,1572.919725,1591.480171,1766.871349,1742.216017,1683.192385,1530.068508,1638.981214,1788.145486,1643.459001,1571.069336,1633.637889,1785.167321,1568.600585,1700.166988,1808.83862,1863.940621
TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.625026,1619.844315,1800.076125,2005.915447,2227.534628,2458.955066,2689.03378,2882.425524,2903.369591,3081.888067,3348.920867,3611.333051,3912.164444,4291.488742,4750.896571,5317.103679,6001.403037,6831.293168,7474.353843,8016.114991,8822.860915,9670.578648,10514.73445,11156.78791,11722.96292,12106.24736,12699.28367,13456.0278,14555.43455,15630.41428,15940.06444,17874.50064,19795.62433,21497.18181
TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6901.553706,6685.989887,6221.575826,6065.218352,5616.611553,5705.082512,5839.517341,6112.340058,5750.717679,5953.753157,6590.71315,6964.56884,7457.457973,8161.0764,9101.638107,10113.59497,11959.86965,13359.78941,15234.71923,14849.2585,15897.52643,17500.09904,18490.94144,19752.40137,20182.94091,19975.49315,20538.66279,21911.79886,23458.24915,25281.31083,25690.2978,29796.89444,32840.05937,35354.19181
TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.16898,1107.335253,1057.160548,924.5626723,1081.801498,1140.399439,1217.776042,1372.748061,1318.336682,1331.98695,1314.737157,1320.135928,1357.009569,1439.851521,1427.002024,1367.510413,1407.067999,1387.200596,1429.306784,1474.184004,1537.054609,1615.982363,1645.313819,1715.361692,1803.149113,1879.6694,1932.927217,1985.525686,2067.091313,2214.713751,2356.758597,2577.201963,2852.064429,3071.512168
THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4450.521211,4914.081226,5346.680094,5834.316505,6341.241333,6900.738957,7322.414647,7147.612899,6589.558427,6901.271893,7289.104994,7632.016094,8148.437029,8824.06945,9545.338138,10169.04536,10912.44279,11723.09956,12062.15987,11964.05295,12932.26334,13227.45411,14616.64979,15215.94925,15365.31754,15791.17148,16671.25069,17573.33982,18876.22088,19963.39184,19163.74152,20245.24241,22220.28648,23465.06314
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582.741111,2416.746946,1721.382039,1453.734149,1148.383032,1005.614132,836.4290969,854.8235208,904.9667807,946.8250493,1036.129889,1138.743729,1256.952582,1395.646842,1550.07202,1672.73375,1810.291257,1966.221899,2120.018457,2171.360916,2291.078236,2455.972783,2679.069296,2918.56048,3151.724528,2975.470975,2913.856795,3017.003149,3069.103851,3459.973651,3653.959768,3985.912476,4514.175124,4963.582953
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.537023,5117.427369,4350.533698,4422.125567,3658.742953,3404.84898,3636.479818,3222.379012,3431.576018,3980.654596,4208.665155,4401.303804,4392.823815,4536.197815,4798.153175,5489.345422,6163.850181,6901.017569,7915.547924,8285.01893,8971.616287,10282.72662,11035.45128,11722.80863,12476.53444,12714.81372,12919.37122,13278.40304,14368.46214,15477.72376,15090.9395,16434.13991,18340.11128,19828.92485
TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6267.691583,6593.116698,6819.652567,7010.827392,7375.302064,7498.077779,7775.927285,8200.245238,8372.896355,8360.77576,8737.652735,8858.135003,8893.504726,9133.95347,9814.002206,10453.47441,11368.38072,12180.267,12805.16334,12569.07108,13367.24225,14271.64699,14589.55687,15077.86499,15396.69996,15183.18538,15446.36341,16102.43056,16799.31174,17205.3917,16553.26607,18563.63884,20701.35867,21736.99014
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.2793868,766.2868764,842.9378473,925.3698431,984.8068418,1043.407981,1116.287101,1148.894696,1107.952821,818.9739754,1483.170001,1618.644041,1416.885539,1355.186428,1378.854099,1434.821978,1377.113452,1515.708967,1675.045695,1810.186058,1955.329695,2065.96056,2386.1359,2566.030707,2859.860616,3107.571902,3390.762216,3463.117303,3561.287705,4556.614281,6132.082882,6824.792389,5725.146172,4803.969248
