code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12806.02836,11729.50982,11923.84877,12201.35069,12819.82481,13948.06199,14775.32431,14907.64045,15062.76204,15493.97967,16328.79792,17711.33552,18344.03294,19606.58939,20990.93282,22114.83631,23919.29271,26268.56532,27937.84157,27698.81061,28156.98547,29237.1871,29465.6074,31013.00829,32743.48977,34102.17699,36445.04857,39346.03056,41638.18311,45614.01711,44839.48221,47752.88015,51666.39279,53079.89361
DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19521.0196,21058.07668,21806.20987,21940.16186,22886.76783,23614.95844,24160.0668,24643.68321,25444.15114,26517.93429,27467.78242,28677.19086,29513.68233,30305.25757,31757.41773,32313.73679,34748.75433,36915.32528,38443.53863,37554.4427,39730.48979,43398.3444,44229.39419,45889.0173,47938.79682,48558.4433,51569.90168,54110.25366,56273.04056,59270.72765,58685.8727,62474.364,67533.05286,69027.09457
DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3759.294719,3967.671131,4263.962889,4431.565886,4676.713361,5083.114389,5398.004192,5599.100761,5947.860884,6517.375893,7103.69109
DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4343.536732,4572.685455,4769.807943,4980.647632,5085.525692,5350.136404,5621.979122,5853.282213,6158.014956,6290.384067,6617.914224,6784.692651,6687.537136,7235.470232,7643.544798,7925.094922,8541.198702,9324.366643,10179.77188,10121.29277,10313.95102,10473.69843,10199.7971,10312.92686,10988.97765,11212.68351,12174.2435,11754.07661,13307.4515,15206.90116,13577.82665,15594.28535,17738.11449,19333.76461
DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18227.41711,19054.94217,19817.86871,20203.67594,21654.90257,22661.55768,23713.94519,24881.2436,25797.12562,26642.22156,28641.69904,29462.12329,30666.59677,30868.04561,33019.97729,34238.32181,37400.30752,39111.51903,41467.38619,40503.20463,43042.39464,44443.71638,44755.16243,46869.19329,47879.59556,48910.33244,51820.95213,55271.5976,57233.62317,60594.9664,62682.28995,69652.23301,77335.29961,73546.88883
DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655.620967,3737.224172,4167.030274,4491.24956,4616.988443,4889.318544,5181.357249,5639.898217,5986.418962,6328.314624,6664.482136,6873.183618,7185.029281,7124.952021,7402.163695,8245.232329,9163.89709,9987.7739,10378.01272,10408.03325,11267.89185,11711.1143,11799.9382,12439.06152,13498.07093,14845.41063,16314.8921,17043.87231,18113.53918,19721.36093,19070.38118,21912.25896,24379.87335,25624.00977
DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7602.187257,7582.071945,7704.516443,7537.938682,7462.647588,7746.716839,8052.768567,8128.798914,8502.88836,8776.442095,9186.815903,9543.520353,10080.1825,10802.75067,11431.68567,12246.26922,12791.34126,13320.96412,13666.2182,13651.4473,14201.36599,14639.87794,14441.32934,14370.82066,14694.14383,13807.35158,13437.84602,13493.56075,13727.12664,13892.53334,12676.51306,14496.86547,15836.09444,16824.4879
EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.801279,1600.344743,1778.429867,1981.806486,2200.744287,2429.419303,2656.843737,2848.052525,2868.873967,3045.40498,3309.417178,3568.88571,3866.367135,4241.398973,4695.535519,5255.305882,5931.874457,6752.430571,7388.370559,7924.223033,8722.07619,9560.527215,10395.63567,11030.97703,11591.25112,11970.6431,12557.46848,13306.27123,14393.82389,15457.14666,15763.51979,17676.44706,19575.97009,21258.24784
EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.986565,3104.275567,3237.681356,3321.758793,3425.843561,3550.085409,3742.268428,3899.575479,3861.369986,3948.434117,4146.342548,4248.866742,4332.886591,4569.571236,4920.621382,5294.709409,5734.153071,6152.753705,6434.724806,6522.528161,6928.740483,7339.00846,7707.03371,7934.601953,8164.168343,8273.514012,8587.907101,9050.805263,9545.215394,9867.894304,9615.674237,10690.20006,12098.21271,12987.47253
EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254.109411,3503.733244,3728.248209,3969.227609,4253.554306,4568.437405,4888.136707,5140.660011,5133.44748,5368.120245,5772.491664,6075.510455,6447.367081,6871.328747,7455.356083,8112.193915,8904.361833,9835.478678,10454.7418,10831.99516,11758.44769,12642.43429,13509.31591,14246.39317,14807.79017,15275.80681,15837.04328,16626.3499,17732.63565,18787.10739,19092.44451,21160.44432,23272.94869,25059.83842
ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6322.297195,6153.7661,5917.418698,5830.896068,5244.511368,5311.704906,5531.460965,5889.511302,5195.73729,5209.444056,5712.152361,5922.014956,6230.616743,6671.252139,7534.32115,8305.282191,9475.776809,10553.78301,11379.7406,11025.46414,12026.60267,13242.33457,13991.97109,15232.22609,15756.40898,16059.44839,16652.23043,17590.90942,18188.72093,19259.87957,19587.58893,21827.86831,24908.66354,27223.54985
ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11894.36505,12142.73472,12147.70009,12225.94735,12426.18901,12893.37242,13337.97667,13915.12027,14201.52971,14761.75534,15900.45312,16706.86506,17501.30173,18180.80025,19307.49112,20352.50239,22546.11667,24180.40281,25832.09685,25123.08618,26204.92226,27797.74284,28549.71884,29834.41955,30574.51705,31017.89703,32424.46274,34152.28459,35853.34743,38462.43064,37926.65039,42234.34183,46989.84694,48732.14156
ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631.553258,4886.947809,4997.643633,5112.218771,5339.397262,5469.148435,5559.978153,5792.649691,5940.441975,5637.916933,5728.252499,5998.875086,6281.522151,6475.065973,6980.091264,7457.465536,7884.516936,8112.448245,8662.607363,8662.106727,8968.940408,9768.692011,10244.51778,11295.61278,11835.60913,10877.75075,10881.48907,11793.47974,12186.88472,12543.01471,11526.80118,13539.71085,15280.09637,16062.01636
EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3566.034565,3626.741207,3783.802571,3894.940977,4048.022209,4234.713468,4434.464911,4661.079819,4868.720466,5121.002569,5451.51567,5650.051962,5752.697081,5928.079453,6207.124922,6554.128851,7079.028084,7640.572286,8190.709131,8465.020524,8837.7645,8988.107819,10342.43171,10511.39317,10256.43676,10903.33682,10665.66765,11124.73511,12329.24468,13363.7327,15231.86542,15579.01609,17526.8017,18524.55722
EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17007.78101,17895.45667,18405.18127,18616.19137,19424.00335,20261.67374,20895.72617,21737.74935,22770.17058,23666.92855,25148.09311,26346.24823,27387.10303,27863.8382,28968.42646,30003.06201,32492.10896,34395.4332,35696.28357,34824.4638,35805.51427,37512.76015,37858.65483,39071.97207,40061.55719,41185.07791,43665.80653,45763.1383,47688.03778,51247.05728,49700.45368,54154.17962,59880.87354,61385.21683
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.568839,1148.762009,1379.245471,1368.778763,1449.054833,1573.125455,1598.002195,1597.129922,1557.875802,1683.684419,1701.695237,1620.85093,1620.764029,1674.070055,1682.238942,1727.093442,1546.927475,1576.742846,1599.191061,1742.32363,,,,,,,,,,,,
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13666.53799,14451.59178,14845.39592,14962.72312,15572.12759,16265.11619,16964.93523,17899.19393,19081.57654,19938.17868,21577.59731,22954.82049,24377.84171,25060.51538,26163.30462,27629.7077,30755.29879,32537.34354,33349.94258,32201.47735,31808.21799,32015.5752,31869.78398,32602.6025,33746.32053,35220.9762,37591.74319,39806.44204,41001.35887,44027.49323,39322.67431,44237.8298,50454.17091,53092.31244
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7475.931172,7146.260556,5867.943872,5809.855359,5962.614706,6475.401362,6889.298809,7977.916551,8450.519375,8412.066776,9422.497065,10309.99788,11666.66496,13136.71851,14539.97108,16638.07797,19348.38686,22201.35438,22803.51947,20478.25248,21616.71224,24652.36103,26242.52827,27831.15262,29403.65845,29720.59112,31947.77691,34506.64869,37120.98798,40586.37844,40672.13404,44211.55588,47761.86802,46669.28799
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0265784,383.3872276,343.3615486,383.9606802,390.8239465,409.2943332,453.3683956,460.6363915,435.8015057,450.4860201,473.9033135,509.1193018,509.1263141,492.8407554,557.8256348,624.5106924,692.8669076,770.2611552,844.98838,899.1409017,995.6539786,1098.115157,1178.974746,1252.868964,1484.631456,1632.61818,1857.548931,2004.747597,2095.31797,2242.44459,2406.789429,2588.412969,2844.906835,3058.128044
EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14969.24642,15561.1948,15975.57756,16202.4215,16950.26689,17754.59648,18349.80862,19070.09677,19968.03541,20767.77505,22106.38195,23211.76952,24229.64389,24762.90456,25929.0735,26906.31281,29244.40859,31162.90855,32625.41794,31983.94109,33055.68279,34733.96206,35181.63272,36304.69474,37327.19647,38512.78254,40844.42464,42966.66491,44965.8311,48546.64553,47486.27054,51885.39149,57454.24132,58892.38771
FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.670312,2479.920663,2475.688665,2404.186196,2258.870432,2233.295692,2260.279555,2366.959083,2445.77417,2474.111613,2624.661607,2736.567183,2763.64275,2709.74319,3090.848019,3310.541197,3558.666681,3805.318759,3979.29253,3935.099264,4100.663136,4122.872611,4326.091932,4520.715035,4536.152752,4341.865364,4401.930385,4639.732988,4827.818806,5052.361847,4888.889369,5147.361865,5303.244208,5492.42314
FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18134.7668,17550.2347,17259.5607,17446.17775,18445.38467,19554.87908,20059.98881,21782.02131,23568.36448,24761.81656,26777.11434,27801.02483,28596.26063,29046.40923,31199.29145,32047.70693,34447.7143,37844.29316,40081.22125,37968.66174,38950.55259,40845.95667,40739.11318,41325.80521,41547.09845,42269.22122,44562.40111,47234.85286,49248.67754,52276.11157,53296.57928,56739.1309,61293.04718,61574.8682
FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953.823484,3944.829232,4249.828881,4414.994154,4712.986222,4907.553028,5204.415094,5124.456597,5184.814083,5655.08668,5623.480284,5805.13582,6024.062367,6145.432028,6583.746778,6775.614303,7050.143537,7119.8428,7286.789919,7199.510508,7476.107527,7814.699703,8357.198841,9006.756001,10712.02898,11733.74297,11984.56358,12819.56348,13225.91945,13219.69755,11235.27608,10685.19698,13672.23564,15152.13764
FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17471.68641,18178.0122,18790.19716,19070.99459,19873.51085,20687.72611,21260.55821,22184.97042,23261.18951,24203.87559,26001.8797,27349.74459,28350.09856,28027.67621,28925.12687,30431.23672,32430.44431,34067.46615,35053.26271,34666.95989,35911.54386,37510.37599,37671.02393,39583.35204,40218.12586,40916.10536,42880.23514,44469.14589,46381.05906,51130.47231,49481.80443,52469.85551,56133.79787,58167.14445
FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41160.10851,39330.59645,39766.5911,42133.21515,46196.84282,49780.8416,53198.41385,53682.17153,54318.30393,56413.98349,58930.82028,62219.83903,61643.81493,67757.77732,74282.30699,78103.4834
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.595547,1841.303504,1920.395314,2081.077642,2075.211924,2243.582317,2202.360504,2097.713352,2175.762292,2230.810257,2383.85065,2483.249107,2533.761466,2628.215732,2624.174226,2774.43262,2875.300154,2921.372492,2931.12401,3008.477299,3125.912529,3287.302155,3280.158619,3206.361523,3178.899622,3346.809506,3383.797012,3459.864742,3525.344626,3717.18067,3671.613624,3921.72503,4150.409334,4313.627601
GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11952.02436,12760.1824,12311.96381,12756.91478,13163.53043,13750.10723,14146.65707,14837.42713,15137.80415,13628.86275,13326.11695,13555.62854,13369.12334,13564.18041,13637.6668,14028.35621,13637.25902,14391.24659,13733.70129,13383.56623,14014.69055,14784.34836,14619.71814,14497.99212,14853.67125,14306.43408,13997.73528,14796.62864,15432.04305,15949.63737,14477.13083,18523.5798,19992.55706,20757.07238
GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17054.44482,17382.84996,17802.10801,18633.08277,19712.67741,20581.04201,21938.44502,23065.19052,23687.69175,24493.50137,26529.85217,27915.53044,29089.05368,30317.52431,32055.47176,32726.13319,34734.81602,35523.31159,36744.79136,35023.33231,36487.67185,37224.37876,38343.0869,39954.21915,41278.12751,42508.27083,44082.11647,46048.20005,47090.4849,49911.15665,47987.58329,50978.951,58392.85539,58273.4737
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5835.580913,4726.62231,2643.178362,1898.371196,1764.244699,1918.769886,2253.095233,2615.646211,2795.394477,2976.857973,3161.195825,3440.728179,3718.686933,4239.938414,4634.777576,5271.950953,5980.443905,6951.085843,7278.663122,7119.142791,7711.806839,8563.835549,10059.98206,10797.34233,11770.69894,12269.65289,13065.29416,13718.93787,15021.90576,16770.13338,16791.25987,18915.6534,22461.33264,25071.96771
GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.650488,1677.605754,1738.64019,1820.653296,1875.261727,1946.822173,2025.832671,2096.765003,2166.646631,2238.665233,2315.17803,2397.30067,2475.096354,2584.477237,2729.344502,2903.83429,3103.226258,3241.220811,3515.589235,3617.239444,3855.468917,4381.125355,4933.652543,5214.569358,5517.131788,5191.370534,5011.079316,5170.960949,5536.497954,6002.550447,6047.301117,6607.502974,7209.036734,7543.026747
GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.7442226,887.47096,907.9394064,947.0582356,975.9800229,1013.632324,1048.158239,1098.668685,1130.043039,1163.360093,1195.806115,1250.970597,1315.366694,1327.967765,1366.031602,1422.350882,1452.960832,1557.585849,1613.698845,1566.700892,1621.691611,1705.271104,1789.97473,1842.002277,1873.214131,1929.680913,2255.32618,2687.095048,2844.464277,3105.82789,3331.85663,3738.805126,4062.361364,4383.152197
GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.327219,1440.439739,1462.386889,1486.623321,1472.554857,1472.197625,1488.800554,1544.211968,1571.504592,1649.279526,1731.338476,1822.979651,1743.694325,1849.78337,1978.632627,1938.023627,1930.818885,1985.040252,2088.271661,2177.053447,2266.828982,2064.253853,2064.814381,2006.740816,1933.703297,1990.316258,2012.676482,2038.954299,2277.442362,2421.723181,2530.804149,2777.79621,3067.310404,3254.374577
GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.1022506,876.544184,880.0865645,889.9892434,909.4865844,945.2467062,1052.05188,1118.23356,860.7900087,1000.605687,1013.973492,1063.572283,1095.223058,1088.742657,1105.343228,1186.626314,1225.918246,1259.605607,1308.535567,1314.970787,1369.689171,1471.762799,1401.84994,1415.825119,1455.908137,1729.942603,1824.373098,2081.812872,2057.969691,2236.629314,2259.299921,2450.977964,2685.751859,2862.071225
GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.3954787,569.282521,756.0641096,828.1638639,950.7572558,1098.254989,1793.192968,4386.826262,5280.390002,6469.838741,7420.393101,11626.72312,13254.82362,14496.17441,19354.21208,22137.04978,23511.39866,26610.76912,30522.77871,29722.00056,26167.82685,27241.60004,30011.92744,27909.51759,27177.27167,19478.70101,16649.47577,18434.77086,18413.12942,16451.36415,13677.11059,16821.44865,18139.98933,17411.50023
GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13117.55556,13814.74093,14120.18286,14140.18484,14657.41088,15207.76011,15772.52708,16626.58093,17432.42598,17758.00557,18815.83579,20306.08784,21985.23454,23255.5642,24828.89794,25003.82975,28082.12488,28896.92107,30440.97091,29947.78681,27841.85914,25692.57409,24582.9742,25730.8809,26450.18133,26614.84838,27504.5498,28681.68156,29792.05925,31927.37922,29533.08774,33500.92264,38936.33751,41075.53478
GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552.955222,4732.562968,4760.998639,4741.975827,4889.147171,5062.075537,5346.725041,5673.255241,6368.012294,6857.187053,7305.724562,7282.70842,7620.673877,8469.087527,8605.823986,10016.34797,9876.616695,10727.67921,11000.75236,10303.34326,10344.38392,10591.74756,10575.10563,11199.40402,12228.64811,13214.40966,13977.50559,15041.45257,15974.85919,16446.11389,14361.12672,15298.12311,17554.73203,18807.94474
GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20472.45567,21178.87244,20628.57398,20092.09551,21619.35108,22772.5642,23502.07272,24215.21635,26340.05217,27080.86113,29608.25507,30577.52817,30610.43063,32508.02192,35596.20608,38527.08503,42040.53427,44366.43152,48203.12306,48924.76409,49863.65541,50653.05859,52389.32535,52893.65036,56555.06907,55815.65029,58908.59077,60010.09829,61806.82713,64264.05646,64857.62871,68086.46012,,
GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3329.596771,3472.763088,3626.115303,3756.269128,3886.333684,4055.438653,4143.148294,4287.432478,4437.124608,4556.920652,4714.966662,4821.545985,4969.257449,5081.380056,5263.446549,5486.27777,5833.386918,6238.339769,6434.507037,6376.741063,6510.099809,6784.44713,7258.316675,7699.949203,8236.658452,8934.002349,9201.427701,9560.174276,9946.803859,10755.87809,10947.37056,11828.33001,13019.47859,13750.28791
GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021.609515,3322.036153,3651.324514,4027.047723,4447.100797,4752.652405,5209.994772,5614.7129,5572.674409,5811.999708,5859.917919,6131.29683,6303.903722,6392.333158,6672.822994,6761.117984,7345.940282,8110.029999,8436.514384,8824.489602,9336.598302,10066.07298,10626.82567,11199.88747,11145.02912,11408.4739,11516.37983,12243.2226,12442.50872,13240.97138,16819.42287,22865.93217,39710.96689,54732.14407
HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16871.07912,17457.05713,17962.5723,18442.18182,19224.03757,20043.76521,20894.09998,21839.04629,22532.51224,23511.13833,25078.8929,25988.47623,26921.92043,27976.35065,29645.44878,31263.20315,33619.56831,35443.17052,36769.467,35798.14934,37275.87065,39025.47516,40172.13471,41564.66041,42597.72001,43095.03039,44261.59307,46197.07189,48465.0358,50843.71297,49778.65922,55272.55931,60719.94077,63125.8921
HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18251.79767,19780.24196,21312.68876,22776.1958,24117.33913,24713.24816,25098.25412,26610.62794,25116.1452,25861.85866,28224.54114,28808.84593,29609.81025,31178.71517,34532.25953,38079.57211,41745.47352,45257.63823,46830.22495,45861.47244,49197.64487,52277.46644,52149.68127,53517.41955,54514.92681,56043.0427,56761.48241,59260.91318,60900.27529,61221.41954,58187.47641,65884.93763,68602.27751,71548.9642
HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039.694564,1981.661312,2089.709508,2214.425777,2203.130496,2321.792626,2341.49648,2422.662028,2471.503282,2423.497279,2587.422539,2645.254775,2714.56632,2820.714044,3001.296713,3203.95919,3437.622963,3664.088285,3806.347064,3655.797014,3757.546421,3900.711362,4016.346091,4137.326824,4460.057428,4845.595665,5186.158974,5620.654552,5633.383238,5784.930811,5384.69832,6202.980788,6805.493583,7178.807295
HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.93074,1095.39538,1081.676053,1085.009801,1075.7512,1121.240778,1168.382422,1225.456437,1248.315072,1271.993917,1305.926086,1348.787827,1384.469507,1429.541403,1507.91653,1597.226502,1694.696295,1787.762283,1872.685235,1900.299758,1986.354893,2057.431192,2061.808905,2154.1861,2301.831998,2357.514788,2453.607821,2541.717817,2646.270609,2781.969539,2776.70149,2970.858547,3238.320672,3391.415429
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9519.006924,7911.914132,7321.098986,6856.217851,7331.528068,8046.475223,8802.346488,9533.589138,9888.906375,9942.641667,10672.256,11654.21353,12774.66952,13693.28851,14688.10291,15450.83721,17634.86555,19570.77558,21019.79798,20349.55164,20143.74955,21195.75576,21620.21266,22432.23964,22708.22149,23758.98816,25804.69992,27889.5666,29789.31211,33064.26939,31596.02649,36899.19559,41924.32544,45485.03298
HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202.227747,2272.762272,2157.597133,2048.243453,1806.823036,1989.016474,2069.614541,2121.849401,2152.003663,2200.589535,2228.501336,2229.843967,2247.978966,2330.918739,2322.197868,2427.448085,2503.659327,2647.495386,2724.459228,2855.159714,2694.911041,2858.19646,2830.190806,3042.497069,3075.738438,3025.834617,3253.471786,3339.388847,3196.973864,3236.974925,3103.180663,3134.950149,3264.933544,3281.212321
HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9133.141367,8319.631207,8251.719466,8408.230159,8852.986888,9186.037562,9349.013765,9823.025763,10398.02925,10873.24786,11854.68342,13211.82706,14526.38826,15479.10108,16269.30876,17108.34058,18383.63222,19098.62631,20721.50241,20722.06534,21738.89659,23029.44718,23267.44839,24547.98053,25691.52726,26806.04459,27941.92686,29496.16368,31908.86345,35152.6037,35029.91322,38289.58021,43665.19345,44904.95307
IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2970.152999,3078.417612,3161.299974,3278.035199,3403.882221,3574.3865,3784.272732,3987.878005,4021.605093,4179.722545,4472.721662,4690.657612,4920.856645,5254.332493,5754.769254,6297.969072,7031.498157,7775.975746,8388.662594,8618.595957,9299.708601,10014.16139,10632.66777,11133.51012,11478.75704,11597.24565,12045.73885,12709.19963,13605.33175,14402.37256,14429.53789,16291.26477,18077.71568,19498.11273
IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2641.848799,2733.3982,2801.401824,2892.836386,2990.016175,3130.22061,3303.346341,3468.59238,3497.009462,3623.774237,3861.597629,4040.101645,4229.059503,4499.274877,4908.709004,5351.939014,5939.983093,6531.801153,7012.664596,7193.51842,7725.385056,8277.552393,8752.581176,9154.066645,9442.530851,9537.060885,9879.326663,10396.39024,11075.89435,11689.24923,11684.87435,13080.71549,14453.66698,15500.1036
IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.423396,1387.826566,1413.083772,1424.399571,1430.615344,1476.602519,1534.430552,1580.879755,1612.977505,1650.29331,1717.60176,1785.850504,1862.911113,1950.115812,2088.187822,2238.19958,2394.367739,2545.952988,2663.696447,2748.66253,2879.027313,2998.816038,3103.202018,3263.757765,3446.399485,3537.266436,3643.389693,3819.807517,3977.033544,4181.358031,4203.873101,4470.854026,4894.068123,5123.428814
IDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.512336,2061.438162,2119.993972,2110.555946,2123.42663,2163.554469,2242.407053,2265.594867,2293.76642,2322.253183,2404.959394,2497.866501,2630.390969,2752.207081,2967.65071,3176.606367,3383.625784,3571.684444,3687.316779,3818.141003,3965.165824,4121.786387,4255.001338,4441.584716,4648.339351,4734.077526,4768.042264,5024.196735,5074.101509,5280.180162,5279.618787,5579.565988,6114.774087,6362.666305
IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043.941975,3305.363933,3538.484312,3792.594657,4095.998466,4451.000213,4807.092673,5037.221524,4355.779974,4385.939714,4639.039426,4848.555801,5076.164382,5352.507504,5700.049495,6134.16673,6583.351123,7096.387689,7569.253047,7868.148183,8353.456847,8936.992155,9530.290711,9866.016993,10064.67713,10027.5373,10262.59517,10687.64092,11372.0972,11986.47015,11729.36745,12757.07464,14284.95942,15415.60579
IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.683727,1055.653864,1063.478009,1085.775513,1088.694438,1137.931947,1185.189356,1243.625028,1277.611173,1319.393088,1378.520852,1433.499779,1482.37131,1552.12598,1650.57802,1770.418715,1900.67793,2032.809207,2150.238093,2210.169187,2330.412252,2430.39159,2519.790245,2666.84925,2838.554705,2933.988646,3081.42033,3219.412257,3435.156728,3642.062243,3678.595439,3931.953962,4302.267562,4526.692
IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.982526,1239.058006,1308.600466,1374.101529,1466.604255,1578.671244,1694.739808,1758.853362,1852.406491,2006.272867,2090.858069,2199.539104,2277.069748,2461.482516,2681.861168,2936.80322,3220.626929,3508.061832,3633.367832,3886.581977,4206.45986,4454.701532,4819.642882,5014.350566,5191.591499,5425.035991,5800.481494,6144.717144,6714.966399,7150.924235,6966.275428,8050.018575,9153.880842,10166.24341
INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13733.74699,14389.20044,15105.74254,15801.00349,17000.17161,18931.54092,20473.93999,22632.09336,25092.33923,27041.34742,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.8379,43216.98473,45525.71812,46726.21577,48838.77198,52640.78439,71607.45683,73126.23895,80786.00147,86843.77094,92808.03794,98866.41914,118594.7469,137230.8662,124578.1754
IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7256.412514,8229.252206,8524.126068,8567.209415,8585.167879,8876.793764,9510.043822,9687.843954,9864.062156,10059.68565,10729.35801,11061.30147,12040.86122,13192.33366,13835.4204,14402.10534,15256.2709,16672.72525,16830.93662,16894.2354,17865.94138,18487.07624,16325.20107,15552.01306,15408.09651,13689.76464,14573.32197,15070.25858,14839.56919,13348.41095,14110.31914,14951.89487,16424.37739,17659.87393
IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2694.039409,3546.965435,4509.043633,4559.931131,4597.621308,5034.476284,6019.889126,7964.056849,9194.474203,10627.94007,10719.61942,9682.376195,6068.451618,9289.742247,9457.044542,10223.10653,10783.12364,11657.31687,11687.01421,12186.19296,12912.02998,14402.03409,14668.54328,13168.24559,9334.466049,9079.135318,10191.6617,12034.40112,12248.59174,10573.93048,12731.75358,14348.57443,14107.29793
ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21970.44235,22401.48278,21862.50158,22445.28569,23546.90387,23938.4742,24767.07428,26868.1115,28720.91297,29557.54183,29782.87381,31885.45107,32607.10588,32701.04895,35617.2136,37322.73993,39700.08171,41472.84494,43728.11406,41862.95993,39768.41696,40936.86783,42004.44761,44409.66895,45996.96875,49214.26486,53480.39719,55638.49206,57197.76762,60523.81794,55796.74547,61685.83561,73553.08914,76159.48233
ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15668.6907,16431.08376,17494.43352,18157.27602,19413.28187,20572.75814,21606.17327,22241.14443,22876.51265,23366.93926,25728.91555,25740.36193,26043.66964,24660.73924,26043.36681,25628.40252,26336.09677,28172.10177,27997.61482,27972.17408,29361.63183,31233.47836,32401.01849,34728.89284,34713.80991,35780.70712,38072.67047,39336.00597,40067.22357,41222.63509,41051.02253,46165.64528,53567.38189,54128.28173
